STATION_NAME,1,2,3,4,5,6,7,8,9,10,11,12
Abbotsford A Columbia Street,0.104570637119123,0.09090909090909843,0.09858956276446759,0.03699421965317874,0.18252148997134923,0.15791726105564005,0.19273972602739767,0.25500685871055934,0.14449152542373425,0.05390946502057662,0.023781388478581605,0.04640718562874171
Abbotsford Central,0.04438280166435457,0.09757942511346925,0.06878453038674431,0.11074964639321838,0.1935172413793132,0.21832611832611776,0.2329359165424717,0.3771978021977911,0.19755747126436804,0.1660738714090364,0.08601997146933371,0.2151898734177266
Bessborough 237 Road,0.6221648202406264,0.5367279657812549,0.732237932011336,0.40784959941690674,0.38419309532577384,0.190143373216885,0.18104331357142942,0.29658532746478994,0.1931906474452549,0.24859708652694687,0.21688488023426053,0.4780399294781397
Birchbank Golf Course,18.358344909754326,7.733519767029487,11.002788182303403,5.7387567330246725,2.6750221182965324,5.158157453172201,5.8813303648255895,4.8771565580142076,7.753473380089825,11.409425537271465,13.173628214605062,11.93620326412422
Blueberry River First Nation School,,0.2391733397058824,0.19845654708392604,0.16558943043478247,0.15496347623066173,0.4075372191964307,0.1780456123249308,0.17299918441011294,0.17088949956331867,0.11656059283707908,0.19045551527093535,
Burnaby Kensington Park,0.3228882833787485,0.26607717041800266,0.1284741144414214,0.15127118644068455,0.3848567530695638,0.3778873239436537,0.6176954732510233,0.7376534788540228,0.4063380281690044,0.24542974079126711,0.10166666666667235,0.3821380243572228
Burnaby North Eton,1.6763983628922285,1.5372549019607904,2.252544704264129,1.2505007153075964,0.8323328785811699,0.581830985915489,0.6113543091655157,1.0309686221009573,0.8353606789250363,0.8661202185792338,1.067366946778712,0.9698924731182789
Burnaby South,0.27201166180757763,0.27862595419846875,0.2125511596180064,0.11852899575672432,0.3347411444141583,0.35775248933142967,0.5792633015006696,0.6623465211459711,0.49366197183097166,0.36114911080710355,0.217514124293785,0.2797183098591527
Castlegar Zinio Park,7.027270917431174,1.91948218759692,2.3126495798319606,1.0527335370101607,0.5962615490196048,1.233274923423425,1.6165393223495668,1.2003484097902037,2.1951765198237956,2.53480390756303,4.572284288770049,4.749856730320701
Chilliwack Airport,0.037225274725274086,0.0443425076452585,0.02623626373626292,0.04169054441260619,0.18899587345254817,0.2028248587570624,0.2965800273597809,0.2777929155313319,0.17574468085106948,0.08755129958960625,0.019758672699848948,0.01823281907433351
Colwood City Hall,0.4078290095489268,,,,,,,,,,,
Crofton Georgia Hts,1.553867756527888,2.087886469551287,1.2010492431205628,1.6795438062590924,2.437086614866774,1.6392322297965158,1.716872783870959,4.155766081460663,3.422599284087601,3.85109121150069,0.5381580327510924,0.9369760555831324
Farmington Community Hall,0.0,,,,,,,,,,,0.1944337830479451
Fort St John Key Learning Centre,0.5647215290870475,0.4835698302034404,0.5054653043478282,0.4632892328966517,0.47778239093483843,0.18210725722543306,0.22312012499999961,0.19363390917874468,0.26306283039073913,0.11415481366197194,0.2698662246020253,0.20440776676016828
Fort St John North Camp B_Amb,,0.14833991708542765,0.554661526402189,0.2889539451339919,0.20173696388101992,0.5337651686330924,0.05831441173848428,0.2797259349030473,,,,
Fort St John North Camp C,,,,,,,,0.16030723240740746,0.4334279161572041,0.24219781542625168,0.8548257324324315,0.18954573487179546
Kamloops Federal Building,0.8738183048353209,0.7797071408668803,0.7083197594936724,0.7393703691860506,0.2434830565631649,0.19865020331403682,0.3683681846153837,0.9061040229691852,0.5637016423357648,0.17483307553676022,0.2880486558639314,0.23709010464425861
Kelowna College,0.40437955408549414,0.415008503724033,0.4108732203098562,0.3891871738813572,0.3181402618181836,0.3233125345705215,0.2925827796852627,0.4030341216022871,0.23125149553140134,0.13010445614880722,0.16391167398333376,0.18336238229817178
Kitimat Haisla Village,0.24105752235045919,0.3624197925273027,0.22527127090651491,0.4197329448175153,0.2793264605304784,0.3561705728862993,0.247755340184136,0.3259482244572904,0.4136410309010208,0.26544499108431996,0.16161063970955158,0.20960174105485252
Kitimat Haul Road,1.1415480308988775,3.3728657040498278,4.225309692957735,4.168555889695219,5.388817257383959,5.381638518840603,5.1512210347746565,5.4516636185704135,3.2883753998217387,4.1168894334562385,2.199832700477359,1.340796249855136
Kitimat Riverlodge,0.23231930071679505,0.6026830404354597,0.3468849212658241,0.5675406186317292,0.7192221767180897,0.8047545970802922,0.5516169817158896,0.2488058471960522,0.5446079955014476,0.3103322542655376,0.11985740724948912,0.09587622622936663
Kitimat Whitesail,0.336743260688684,0.3772386743505479,0.36644937927272764,0.461775750807583,0.5803684027134846,0.8143318695652177,0.4736616046306197,0.5544047291960508,0.5988114401536351,0.1291419644042557,0.10937131155235302,0.10987644563248959
Langdale Elementary,1.2825702685531337,0.9162379445015707,0.7112639338483152,0.7192805930232572,0.4110051899127099,0.7081458925979704,1.0147702917251054,0.8067025277851101,0.998056723032068,0.6288012471098274,0.4916775470223852,0.31029326670285506
Langley Central,0.06379781420765275,0.053172205438066694,0.036114911080710424,0.06690140845070632,0.18464849354376156,0.2583333333333272,0.23437926330149486,0.35116918844565137,0.20971830985915318,0.1279291553133604,0.08810888252149689,0.22503516174401392
North Burnaby Capitol Hill,0.9075136612021995,0.97828054298643,0.49398907103823714,0.44472140762461887,0.4611186903137607,0.49517045454544134,0.6730769230769201,1.1278308321964594,0.9300423131170678,1.3993178717599337,0.25532212885153416,2.666487213997343
North Vancouver Mahon Park,0.2296043656207339,0.35921450151056705,0.24325068870523256,0.240761636107191,0.4604651162790736,0.360826210826206,0.4641095890410889,0.6041039671682572,0.5253012048192779,0.29971181556195403,0.22903225806451277,0.3645161290322467
