STATION_NAME,1,2,3,4,5,6,7,8,9,10,11,12
Abbotsford A Columbia Street,0.19261101802361716,0.1771483364981232,0.17822592789526687,0.16145640580912862,0.1477938812121212,0.12553851202232716,0.13446756772908366,0.16555238146006504,0.16118060040493282,0.18168434830463343,0.18670617542248347,0.17827459928762243
Abbotsford Central,0.2788394826713888,0.23915820315025338,0.2299996886596649,0.21218999224104487,0.20308688554524676,0.16434497418680602,0.16715505031293906,0.20315344944943678,0.20536457226031826,0.24112328953677112,0.24452221333765392,0.2572824673415823
Burnaby Kensington Park,0.2645871526785714,0.2375660847901592,0.21184525321710773,0.1981962387889766,0.18400357282881527,0.16095432815559327,0.1688104571274298,0.20218309247572816,0.19385359973965113,0.20543173244900514,0.20854070184923593,0.24142757341754773
Burnaby South,0.3220978725111053,0.2676632389258951,0.2327992736452584,0.2077908936302294,0.18992111268939393,0.15625123056133056,0.16181747684196823,0.2047416846240885,0.2161034894975395,0.23836627410191083,0.25646488691977637,0.2774504627801561
Castlegar Zinio Park,0.3000292866946779,0.27479852488687784,,0.29236291571428574,0.252374305,,0.3302322094262295,0.4159402212938006,0.38257638888888884,0.23725878307692308,0.2284784484104046,0.3296013763305322
Chilliwack Airport,0.1922850792215945,0.1918044322339676,0.192257939852637,0.1778791947889526,0.1629445108846154,0.1414117735645933,0.14848662380216385,0.18829002151641944,0.17338208625914314,0.19612708375935967,0.19808979992897727,0.1890950933885367
Coquitlam Douglas College,0.29076354511306535,0.24861654633258679,0.22023604485793313,0.1960433120152491,0.18680801524974774,0.16484631845213849,0.16819770729785763,0.19201311928825623,0.20299068110344828,0.2275190219935863,0.23562317131828112,0.2656621797025372
Farmington MAML,,,,,,,,0.08788840975236967,0.0859677517826087,,,
Fort St John North Camp B_Amb,0.11430110420757364,0.112818125,0.10441022729805015,0.08890496083213774,0.059186563445378156,0.04912373863965268,0.08032094311543811,0.0760064651810585,,,,
Fort St John North Camp C,0.15915526261419538,0.1793383581954887,0.1660486362962963,0.13386091830887492,0.1578210028320971,0.11046204252136752,0.10857520504032259,0.1676009064640884,0.1144276012351544,0.03485067885154061,0.1407989115312792,0.15873742021169354
Groundbirch MAML,,,,,,0.050607767981707324,0.09713187736842106,,,,,
Hope Airport,0.16800317172675522,0.17319432941500343,0.17234078951715373,0.16325298710297131,0.15268547475471697,0.14148324227854717,0.14357583545250563,0.19023777076903775,0.15570123363648175,0.15974120832606256,0.16843287002515558,0.16971688100367507
Horseshoe Bay,0.22858251434446658,0.22571420553261767,0.20831143213662429,0.19646631088399258,0.18055728040219837,0.16790333253739537,0.17514202989563307,0.20126864066115702,0.19899657967572182,0.2109393473891885,0.2090082708440556,0.2145945716140307
Kamloops Brocklehurst,0.31891728665806757,0.3025982614107884,0.2930061281690141,0.2537261520467836,0.10517950637092968,0.06446062541107872,0.06469577400323943,0.17854021826863573,0.09025323380748547,0.08154674868206845,0.1324203352559262,0.19581434738175438
Kelly Lake MAML,,0.07752884556962025,0.11337815290909091,0.08249349475065616,,,,,,,,
Kelowna College,0.3045004823290625,0.2898654057973648,0.25363026158754665,0.20574817982120408,0.1813625876459408,0.16816941317356357,0.1823670325505266,0.29660283973460455,0.21812398887185855,0.24758810221006994,0.29793862675773874,0.27710037249330133
Kelowna KLO Road,0.289065,,,,,,,,0.17392534074074073,0.19515813001912044,0.25683302698863636,0.23306676634214188
Kitimat City Centre MAML,,,,,0.10530483722222223,0.078994813993994,0.043474678593403954,0.12476970659634319,0.09280736832139491,0.0812022556078707,0.09902267789375001,0.16136807817589577
Langley Central,0.22431170900419686,0.19475404378216124,0.18674582519161984,0.1974222971686329,0.16986395172501267,0.13454884783580007,0.13285214827326386,0.16748896814383388,0.17335654464169167,0.21356634327827193,0.19787942663241856,0.20050854266325224
Maple Ridge Golden Ears School,0.31123838755015043,0.2461162571624025,0.21598216277362697,0.20045052497849153,0.1864056296273058,0.15621532421844597,0.15818624960089797,0.19456198043424008,0.19770510710991546,0.23055603069715144,0.252333735027667,0.284092558806783
Moricetown MAML,,,,,,,,,,0.275486335,0.3138668958333333,0.396486032128514
North Vancouver Mahon Park,0.31128526291666664,0.2670473461864407,0.23717008222914074,0.21174311797839507,0.19731296906273812,0.16979841500584644,0.17974192609296483,0.2174204521308226,0.22499731892487046,0.2548356093017196,0.2657204355940912,0.29374053868757416
North Vancouver Second Narrows,0.24144328039563784,0.22188327436998062,0.19439731557293002,0.17432765984720963,0.16392476830976782,0.14315798057489046,0.15408729345360825,0.1877022327548528,0.17748044481284808,0.18272140517219468,0.194405338399462,0.21210841327612318
Osoyoos Canada Customs,0.19046624027314815,0.2664865726121372,0.24801985353629977,0.23228323060409387,0.2105853190812721,0.2334571665934066,0.17412611073676681,0.24636671067221066,0.17858443657670453,0.17371545017193948,0.189122930967509,0.19572825977810304
