STATION_NAME,Year,1,2,3,4,5,6,7,8,9,10,11,12
Abbotsford A Columbia Street,2012,,,,,,,0.1532926829268291,0.18563888888888908,0.21329041487839734,0.20045101088647013,0.22317730496453908,0.20850940665701964
Abbotsford A Columbia Street,2013,0.20282934131736524,0.2165757575757577,0.18610192837465622,0.16319148936170225,0.15449793672627243,0.13120124804992225,0.11966197183098579,0.12160975609756124,0.16420869565217405,0.23187845303867383,0.2009900990099012,0.2068413597733708
Abbotsford A Columbia Street,2014,0.21852459016393425,0.1562232415902143,0.1752924393723257,0.1730680173661365,0.16206015037594007,0.1434130781499202,0.13152798789712558,0.159850136239782,0.17385401459854047,0.17383333333333378,0.21100660066006616,0.18478076379066496
Abbotsford A Columbia Street,2015,0.22240797260273992,0.19696705000000025,0.20371121203830356,0.1841080309859156,0.16748585109289615,0.15920387737226271,0.18386279642365855,0.18043597355371901,0.1927635900709222,0.23542778830083552,0.254450851574213,0.21496430379746856
Abbotsford A Columbia Street,2016,0.19283262657342656,0.18904862818590695,0.1847063044733045,0.18984429051094878,0.16567074789915942,0.15502019589257507,0.19590397327044048,0.1496136384180791,0.14360130969609258,0.16856305531295507,0.17124945677233436,0.17409877247190994
Abbotsford A Columbia Street,2017,0.2036008791848617,0.17763495352564102,0.1687351897810218,0.1261117972560976,0.12993436705202308,0.09791122714285712,0.08550520798898073,0.17391091083676266,0.17053203531073452,0.14397377486187823,0.13035944035346092,0.16386168181818175
Abbotsford A Columbia Street,2018,0.14510614802065389,0.1615076467065868,0.16565767945205484,0.15099306204906204,0.13983224964739063,0.11426281818181827,0.12734867532467517,0.2290548466947961,0.12138152256186306,0.164672606534091,0.14291706113537123,0.13019848519040889
Abbotsford A Columbia Street,2019,0.418025,,,,,,,,,,,
Abbotsford Central,2009,0.4156515775034291,0.3495679012345671,0.26820547945205453,0.2489758179231863,0.2324477611940299,0.18880341880341875,0.18790123456790123,0.19620879120879095,0.1928672316384179,0.2500275862068966,0.2351271186440674,0.3544307270233197
Abbotsford Central,2010,0.2978219178082191,0.30146304675716445,0.27845089903181175,0.22390381895332376,0.21244841815680848,0.1563841807909604,0.16296923076923092,0.1831869688385271,0.1747167138810199,0.25097959183673413,0.2503271692745382,0.23890710382513614
Abbotsford Central,2011,0.2669891008174387,0.24139605462822417,0.21813953488372081,0.20707280832095074,0.20180223285486465,0.15712871287128716,0.13835164835164834,0.1601675977653634,0.18433004231311712,0.2352595628415299,0.25886201991465113,0.313223593964334
Abbotsford Central,2012,0.22459422283356223,0.2255766423357662,0.20984869325997252,0.21831908831908847,0.2173525377229076,0.15438472418670476,0.16073713490959685,0.21309659090909114,0.26799132947976834,0.22358229598893492,0.24571428571428558,0.2465663474692203
Abbotsford Central,2013,0.3005601092896173,0.23674242424242434,0.234759284731775,0.21586158192090382,0.19252387448840372,0.1656714285714286,0.16381742738589256,0.15455661664392933,0.19403433476394866,0.2728532235939638,0.24424929178470242,0.23446197991391643
Abbotsford Central,2014,0.3129480737018427,0.18712556732223912,0.21178423236514513,0.19627142857142887,0.19853658536585372,0.15654442877291982,0.15877947295423045,0.19747875354107622,0.21254596888260252,0.21144827586206905,0.25303353658536476,0.25277392510402175
Abbotsford Central,2015,0.28818107713885,0.24573473088685044,0.24502359972299145,0.217577559659091,0.1952276186556928,0.16848145022970906,0.18428506008583667,0.18301049859943988,0.19779050712250715,0.24195631323328795,0.2881879049645392,0.23918968175388958
Abbotsford Central,2016,0.25042224535519114,0.22318480476900124,0.20428613202247212,0.20946972984441314,0.1805501333333332,0.17897475107296124,0.16278440599455066,0.1748324065734265,0.18177291664315928,0.21005907028885823,0.19726421889204548,0.22364324182561282
Abbotsford Central,2017,0.25618538057851237,0.22207724030303028,0.18968270939226511,0.20914221683168308,0.22782512955801099,0.17615384556213018,0.17640333591654242,0.24685500096153865,0.2533768512931034,0.2367747950684932,0.18950124048295455,0.26664311130551804
Abbotsford Central,2018,0.21294943652291107,0.2005445372754491,0.22410151588156138,0.18789215099150122,0.17614520493653013,0.15542713556851342,0.179001368863955,0.3145682956276448,0.20432844442836476,0.2868939897327713,0.2426333564722615,0.2225734277551021
Abbotsford Central,2019,0.4121732,,,,,,,,,,,
Burnaby Kensington Park,2009,0.35724795640326956,0.2927675840978589,0.2478112175102596,0.22784370477568702,0.21439560439560437,0.2008615819209037,0.2124233983286908,0.2323835616438354,0.22689900426742518,0.21677009873060657,0.21428772919605055,0.3381693989071038
Burnaby Kensington Park,2010,0.28229822161422696,0.27875569044006054,0.2432324621733153,0.21968970380818037,0.1958274398868458,0.1852144082332764,0.18252400548696882,0.21177595628415286,0.1961636107193231,0.22262002743484166,0.21680515759312308,0.2228103683492492
Burnaby Kensington Park,2011,0.23851955307262565,0.23703479576399408,0.21818057455540327,0.21022535211267604,0.20969696969696972,0.18081690140845094,0.16012396694214906,0.17695770804911337,0.19934497816593902,0.20748618784530395,0.21283880171183997,0.2465211459754425
Burnaby Kensington Park,2012,0.2155464480874313,0.2287591240875911,0.20405555555555568,0.2008640226628897,0.18703856749311285,0.16077683615819244,0.1895020746887967,0.2104113475177303,0.25409733124018785,0.21322766570605206,0.22275423728813573,0.2115819209039548
Burnaby Kensington Park,2013,0.2870422535211263,0.23242902208201896,0.21196378830083534,0.1946799431009958,0.1860204081632658,0.16078796561604589,0.16605263157894765,0.16784153005464494,0.1948923959827835,0.24343922651933678,0.23876944837340902,0.24137978142076486
