STATION_NAME,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Abbotsford A Columbia Street,,,,0.17761315201948447,0.19044056525353284,0.17342632751142892,0.17679810874200427,0.15492097894862036,0.11365199714285715,0.1624144839402985,0.1967643291427203,0.475995
Abbotsford Central,0.42534069548872183,0.31389476156918017,0.3507745886874024,0.2164956866402425,0.20884321785085144,0.2417680744452398,0.254056571758437,0.17428947968549796,0.16750089385995984,0.20063001114941162,0.14784599807140397,-0.0366667
Bessborough 237 Road,,,,,,,0.6881440716814159,0.5790531297778863,0.3746332372073377,0.36832794053599327,0.3593559071756104,0.663332
Birchbank Golf Course,9.756415770609319,6.16743961352657,11.649066985645932,7.820554960104799,10.23194177093359,6.468823529411765,6.220514662733382,6.837175432861674,8.919436033386425,5.651494166016819,5.32628631929581,5.922706
Blueberry River First Nation School,,,,,,,,0.4042646182663385,0.19445032067537432,,,
Burnaby Kensington Park,2.109760374050263,1.7159818414619952,1.1722506241826178,1.127135147817926,0.756152309319544,0.686672879776328,0.3858761391401386,0.328127688825382,0.3460338641487507,0.27465567599907864,0.3818150775776469,0.0079563
Burnaby North Eton,3.20253488372093,2.7023593677359368,2.9180234583672044,2.422285993405788,1.768139534883721,1.7204397394136808,0.8630415945977686,1.026166339671144,1.1240509199281243,0.6436223336389685,0.48894313388856975,1.235754
Burnaby South,0.6080153559795254,0.5807315936626282,0.6707790697674418,0.6766338721011947,0.5634966825747876,0.5565069297627437,0.36157864526955913,0.3111692321411073,0.3533784164574441,0.3090418679937829,0.3441739292925616,0.0461545
Castlegar Zinio Park,,,3.4267142324907978,2.4437651108757734,3.7139590192693843,1.900010110087557,1.9232323593053893,2.166905788514639,2.558923314979856,1.6505572022862085,1.636220818118717,0.171487
Chilliwack Airport,0.5796681467632625,0.34738565914142006,0.11877184805406665,0.13637319009808502,0.2014220841300191,0.1472519712839826,0.1740650995145056,0.13350826246027075,0.12151695407276995,0.13576314448048046,0.1412045551171688,-0.0001042
Colwood City Hall,,,0.9824738743275817,0.6773764349936823,0.5369431257598523,0.722867501279269,0.671761573556125,0.6127087459422007,0.4077475357166667,,,
Crofton Elementary,,,,,,,,,,,0.8497118600032268,0.826889
Crofton Escarpment Way,0.5168673262605793,1.3894058375964684,1.2683172786335526,1.1617137311610808,1.4480841632738877,1.5652721172951884,,,,,,
Crofton Georgia Hts,,,,,,2.030788570592249,2.4778702066186282,2.2283196949217747,2.15106192692212,4.404189165210131,,
Crofton Substation,0.5912339209147213,1.3612593911013828,1.3007262967364894,1.5786579118707096,1.1605863081955579,1.7080847627672875,,,,,,
Doig River Cultural Centre,,,,,,0.1304357202505722,0.101670074569141,,,,,
Farmington Community Hall,,,,,,0.3539287729433799,0.3289750217707934,0.46357581784386614,0.1944337830479452,0.30772167020272856,0.2779019097235693,0.127498
Farmington MAML,,0.2745161226993865,,,,,,,,,,
Fort St John Key Learning Centre,,,,,,,0.41736708453608246,0.3146815591165973,0.3344435475403585,0.28197111127876273,0.3216133529625998,0.054104
Fort St John North Camp B_Amb,,,,,,,,,0.31749271396661755,,,
Fort St John North Camp C,,,,,,,,,0.4083329335418038,0.38888899313714087,0.44097991319276414,0.062297
Groundbirch MAML,,0.2306461374715986,,,,,,,,,,
Kamloops Aberdeen,,,,,,,0.1634970881916714,0.1957716222621185,,,,
Kamloops Brocklehurst,0.6200331071061035,0.5974395445171079,0.3956173734611676,,,,,,,,,
Kamloops Federal Building,,0.7284492845897903,0.8298139603019745,1.2728507278644068,0.5056561352096974,0.4822862900612919,0.5292304850800889,0.6223245997205847,0.5051935870941308,0.21857669428920345,0.23164907482555916,0.08676499
Kamloops Fire Station #2,,,0.46153628368823657,0.3756594607402913,0.2628921255964839,,,,,,,
Kelly Lake MAML,,,0.7057670248062016,,,,,,,,,
Kelowna College,0.45183889883665823,0.41993364121789345,0.32830586540452694,0.4423576246623643,0.38453698094780836,0.3318874725177838,0.40609090470323395,0.34244246592935657,0.3071561826014739,0.38544826079085803,0.32400719646681414,
Kelowna KLO Road,,,,,,,,,,,0.45888438136596915,0.670554
Kitimat City Centre MAML,,0.5856658491110043,0.5195181388363292,,,,,,,,,
Kitimat Haisla Village,,0.6506885728058706,0.3121986219860761,0.22591087069310345,0.23751286152000867,0.23326563324364724,0.3207458555068364,0.37817035705635227,0.29406422809562754,0.20170151451305468,0.2603127478864524,0.08957398
Kitimat Haul Road,3.6391044528385743,2.8887323738382973,1.2764495490331578,0.7056549000985916,1.1910593150131126,1.8934334201957506,1.949389268699187,4.206478017192853,3.771933393229342,3.727372447709837,4.551630410334883,-0.03729397
Kitimat Rail,1.4489163482305758,0.9640447008682449,,,,,,,,,,
Kitimat Rio Tinto Alcan KMP Camp,,3.175461239739719,5.706466401359352,5.883030508650188,,,,,,,,
Kitimat Riverlodge,,,0.5142385014066304,0.46578530441217686,0.4411650301318591,0.33322360302377513,0.3583986453523759,0.5007074906660299,0.4265829971149869,0.4738220084104026,0.5114909562899015,0.248916
Kitimat Smeltersite Road,,,,3.5349903458662615,4.558587892100066,3.172028251357493,3.0434949478893394,7.826448237570705,,,,
Kitimat Whitesail,0.6183512648250239,0.5107415977941262,0.6270991832985877,,,,0.39094987822106547,0.5319775405806535,0.40929884780304304,0.34212644565613626,0.3660137990268398,0.057147
Langdale Elementary,0.809787859497703,0.9253865499656239,1.0210720354292269,1.1837782294449501,0.9928075562177745,1.0636637351725051,0.9497307184774302,0.6888402619846652,0.7493106818885039,0.6103952930249483,0.6389125230718449,0.533821
Langford Lakewood Elementary School,0.6807984694819151,0.8131093658453219,,,,,,,,,,
Langley Central,0.5772705937573339,0.3302139037433155,0.28312608948285883,0.3011213408876298,0.22556382099421418,0.23838546173816294,0.21199572917152856,0.14933097781147922,0.16055389202618964,0.13634399178494105,0.17115784839047066,0.1581606
Moricetown MAML,0.2718540196917808,,,,,,,,,,,
Nanaimo Labieux Road,0.6128055823585581,0.9488517278024218,0.9287459230543261,0.50690858584869,0.4291458174086956,,,,,,,
North Burnaby Capitol Hill,2.7133581568536185,1.5195332859511963,1.6565048771888589,1.6272600995485589,1.6663104089219332,1.3118124854954747,0.8400076472025124,0.517637702658463,0.9095341988496398,0.618704042063129,0.5153803167315175,-0.0219382
North Vancouver Mahon Park,1.2743698970536033,1.519065376995688,1.390686845168801,1.192751741234801,0.765280520385643,0.8002925002925003,0.345171803162813,0.2918908630747465,0.3581476582917022,0.295305620123839,0.24676149088809332,0.0579979
North Vancouver Second Narrows,2.01537565521258,2.213420469132921,2.0390530479292694,1.9931462368085355,1.268500350385424,1.4067864271457087,0.5561347734138617,0.40721651129917125,0.4544253099808978,0.3163154941438276,0.2787132531746032,0.0625342
Osoyoos Canada Customs,0.2687755568627451,0.24817787633541938,0.2930846747853083,0.17999804261383912,,,,,,,,
Pine River Gas Plant,5.352788625592651,3.4578363133877223,6.39263662771907,6.950763488875162,8.360223758907688,5.639527813984226,5.998187249927847,4.385468556624676,2.818301819749351,3.186901038112407,1.8319368356051215,0.625451
Pine River Hasler,0.6014508043802715,0.4617790141989628,0.5855599969316851,0.21631571099124905,0.2108328299426455,0.23626683024664752,0.24527057106749284,0.2542937306454822,0.19713955485812001,0.217346665775055,0.22461953284977834,1.160703
Pitt Meadows Meadowlands School,0.7482815057283143,0.3953151210160556,0.42778690448251583,0.43702172886159657,0.43704473233928137,0.39175640549572965,0.4341168269272012,0.30004523532850125,0.40072795330538924,0.3332898758330326,0.3674018985951009,0.4202361
Port Alberni Elementary,,,,,0.24298233277031803,0.5324533241664682,0.38816441747205316,0.6401833076050819,0.20024789205199262,,,
Port Alberni Firehall MAML,,,,,,0.3745241523322104,0.6098227370944993,,,,,
Port Alice Lake Road,8.897932634021943,7.611145758390214,4.099570454731632,6.922343689289287,4.9179546795162,7.601301232799799,0.9677161283400907,,,,,
Port Alice Trailer,4.392360563081081,,,,,,,,,,,
Port Moody Rocky Point Park,1.8220259679494677,1.4320014228124258,1.196803546430238,1.2882097649186257,0.8645017471984576,0.5933019976498237,0.5817829062035618,0.34324482790262173,0.39321645254098364,0.4177857556237219,0.26882245189438786,0.0410874
Prince George 18th Avenue MAML,,,,,,,,,0.7974378502362205,0.8641701,,
Prince George CBC Transmitter,5.218989157271157,5.446002689069831,3.2428630642974126,4.259341417046837,3.075400595441328,4.070003462308955,3.171844541529859,2.8887781017444008,3.6285936283141496,3.6356430372185997,3.2931805902817812,0.514244
Prince George Gladstone School,2.4126155101829925,2.2874590111260313,1.1550144116033978,1.5759146515289282,1.6091704761728363,1.2714951054616357,1.17666565675895,,,,,
Prince George Hwy 16/97 MAML,1.8937656396074933,,,,,,,,,,,
Prince George Jail,3.5931976817071605,4.239978528181356,3.2348493052467973,3.360104559891907,3.230683770205333,3.2096175825304805,3.087998953350922,3.2500088725173555,3.3086862692699373,3.2592413198389005,2.7942510723022926,4.032111
Prince George Marsulex Acid Plant,1.0122759636631475,0.9445513848589122,0.6780675974320335,1.4765727587418869,1.6649402520957404,1.8905361429941558,1.462503083782894,1.3584869650374252,1.1852890471176867,1.229134443400012,0.7453714789321851,0.161712
Prince George Plaza 400,2.724333708874802,2.7276997286491143,1.8830325020654723,2.3256156052843355,2.367260611155214,2.2697821190379868,2.2556463633092227,1.8971546544334106,1.8616026416141016,1.3793688649033287,1.162130862636216,0.102452
Prince Rupert Fairview,,,,,,,,,0.10192041712403953,,0.2711750102590674,0.8898699
Prince Rupert Pineridge Elementary,,,,,,,,0.0,0.08708473852721452,,,
Prince Rupert Westview MAML,,,,,0.29484093794326244,,,,,,,
Quadra Island Cape Mudge Village,0.5417933253104664,0.956552761278681,,,,,,,,,,
Quesnel Senior Secondary,0.7838053435230552,1.2185333455116434,0.5180490590927666,0.4962877497521282,0.2592114350241528,0.31825096324523666,0.32441528626692456,0.22618851074776225,0.23432195827826505,0.30538922143857056,0.4054603254374961,0.570451
Richmond South,0.6083634245777519,0.49381394801834644,0.6072160148975791,0.5326119837114601,0.5248969982342554,0.43984119570294256,0.3515154373127395,0.34849688772279547,0.3069683909366659,0.2561664794002307,0.2572571610641011,0.0107582
Robson,2.713726309720526,1.8766134921346,3.3809119835804005,8.091749976090014,,,,,,,,
Rolla 213 Road,,,,,,,0.29457060997067447,0.342754225421418,0.4366893323153182,,,
Rolla MAML,,0.2862359766949153,,,,,,,,,,
Rumble Beach Hospital,9.026297260380758,8.49956232147988,7.943251197498505,7.573358903549644,7.5451148968072514,6.334885196024624,1.3151738342244734,,,,,
Squamish Elementary,,,,,,,0.4280395593220339,0.9273668869510232,0.5991981887330583,0.24333955863861687,0.2819014554427083,0.263004
Squamish Gov't Bldg,0.6422630949801559,0.7356205824314418,0.8520857414443114,0.7667753531808537,0.6025187598918071,0.7019291783793289,0.7123803320076713,,,,,
Taylor Lone Wolf Golf Course,,,,,,,,0.3420800644453259,0.543260018805283,0.7234388571428572,,
Taylor South Hill,1.2087893755975143,1.0472188746342745,0.5377676708404776,0.6673957122946562,0.490403344123926,0.6689355262774823,0.45290944740006067,0.347065469094208,0.34211002700281407,0.42953134949496174,0.3968879320071232,0.09285
Taylor Townsite,2.447290667074065,2.390051865884468,1.5317692547926953,1.4312400447906768,1.2714766794948396,1.4113430380272713,1.0644347474035518,0.6609207668624479,0.6704819346744982,0.8750708125318963,0.9522956654911432,0.734143
Terrace Skeena Middle School,,,,,,,0.20905637308804204,0.49010654806975346,0.4542892607653185,0.4095577179049212,0.4817107623266161,0.192984
Tomslake 197 Rd East,,,,,,0.37686399297547196,0.3267334234631771,,,,,
Tomslake MAML,,0.29932318744119496,,,,,,,,,,
Trail Butler Park,11.019701499541647,10.074826259253202,8.661326162842295,8.898441951774803,11.218411743248488,8.769781494623965,10.153895285735352,11.657126048084518,11.34921900166698,6.201046665864128,7.4925123578663255,1.750654
Trail Columbia Gardens Airport,5.116516948137502,8.07185844968705,4.5406507015118525,4.859753024193548,5.038267518996502,5.544360106126387,4.619060348796551,4.878562778919348,5.376158308736797,3.692885342710728,3.2486580945700587,0.353277
Tsawwassen,,0.6433345310815667,0.6021534163659644,0.4053122087604846,0.29125878289865426,0.4189624114326888,0.34259163833195905,0.36638479832752613,0.39996827156264664,0.2746001065400844,0.16881989512595952,0.0066544
Vancouver Clark Drive,,,,,,,,,0.5260355585313687,0.5535840239615056,0.4089058724985303,0.1072537
Vancouver International Airport #2,0.7817134210219997,0.7838394415357767,0.8319492640899845,0.7630327289851659,0.6944664031620553,0.647743830787309,0.4259737890044928,0.23437754186344073,0.3865968817906625,0.45828939675870345,0.36712300084094185,-0.0146792
Vancouver Kitsilano,1.5338233578345584,1.5194547996272134,1.5782971227246037,1.3654157980078758,0.9740534262485483,0.98683404776485,,,,,,
Vancouver Pandora Park,,,,,,,0.9322921872895006,1.0469229881076088,1.2067109485893417,0.747583037496871,0.5881917683848797,0.51
Vancouver Robson Square,3.1787801187289024,3.4412034383954153,5.14860662951012,3.51365865327114,2.2126356015779094,1.637959083066305,0.6008347625464556,0.4209090891269127,0.5244194957811142,0.4281852575315729,0.30781357679083093,0.0634653
Vernon Science Centre,0.39362911072392714,0.4899518839577052,0.5260448302732524,0.5505467358466886,0.220952433467331,,,,,,,
Victoria James Bay Daniels Electronics,,,1.0789750177740864,0.7274959350649352,0.6717985922479679,,,,,,,
Victoria James Bay MAML,3.108488806928972,,,,,,,,,,,
Victoria James Bay The Reef,,,,,,0.7180196230071598,0.2272422514154822,0.10794979458653516,0.1459425198159862,0.16704880743745776,0.09584911274038461,-0.033135
Victoria Topaz,1.3742748329616583,1.2925738302166747,1.3697006762196011,1.0725245302257662,0.9315990404426203,1.0080032110338075,1.011576955725111,0.8342520913454676,0.4195870714608306,0.2929278670347868,0.2827447550980359,0.2
Warfield Elementary,9.2893850042123,6.900072210855699,12.724859634452276,8.410826888756693,9.451915870905355,6.876512157144568,7.027276422465328,7.052267542816937,10.122412051820332,5.9593792847767375,7.954427778955663,21.44148
Whistler Function Junction MAML,,0.3506315753424658,,,,,,,,,,
Williams Lake Columneetza School,,,,,,,,0.29391704707418886,0.3024932909172375,0.22685321051354565,0.18134771253374998,
