datetime,0310162,0310174,0310177,0310179,E206271,E207417,E207418,E209177,E209178,E220891,E223756,E231866,E232245,E232246,E238212,E242892,E275843,E283549,E289309,E316370
2021-03-09 07:00:00,0.2940469,0.2038194,,,,0.2014722,0.2322265,0.1770901,,0.2506719,0.1649461,0.24099,0.2328083,0.238343,,,,0.1671875,0.149798,0.4429444
2021-03-09 08:00:00,0.330675,0.2667778,,,0.2238377,0.1917194,0.2239972,0.226076,,0.2272944,0.1640141,0.187435,0.2861397,0.2604489,,,,0.1771944,0.146128,0.391325
2021-03-09 09:00:00,0.2701472,0.2752222,,,0.1775528,0.1835,0.2400889,0.2273789,,0.1925875,0.1680092,0.193094,0.2346382,0.2665122,,,,0.1788611,0.139928,0.4242528
2021-03-09 10:00:00,0.2849806,0.2569722,,,0.1553778,0.1669553,0.2506489,0.1788047,,0.1727306,0.1624377,0.189915,0.1862092,0.2748335,,,,0.1930556,0.148308,0.3347583
2021-03-09 11:00:00,0.2599521,0.2477431,,,0.1506773,0.1882622,0.2215054,0.1516718,,0.1715399,0.1530712,0.181207,0.1736332,0.203958,,,,0.1841667,0.144599,0.24175
2021-03-09 12:00:00,0.2207111,0.2333056,,,0.1406111,0.1753694,0.1887861,0.155363,,0.1729764,0.1541225,0.176051,0.1868729,0.2357922,,,,0.1965556,0.14051,0.2719722
2021-03-09 13:00:00,0.1966722,0.2573333,,,0.1398583,0.1654518,0.1785472,0.1662563,,0.1796042,0.1617474,0.167811,0.1695676,0.2225875,,,,0.1779445,0.14406,0.2620361
2021-03-09 14:00:00,0.2074417,0.2603333,,,0.1454972,0.1516399,0.1788472,0.2140908,,0.1827833,0.1526453,0.173573,0.1727221,0.1960511,,,,0.1796944,0.141889,0.2766444
2021-03-09 15:00:00,,0.2584722,,,0.1551489,0.2231812,0.1937292,0.1854991,,0.1975868,0.1582031,0.180234,0.1713706,0.1981998,,,,0.1634397,0.14777,0.3025312
2021-03-09 16:00:00,0.1956444,0.3,,,0.1521333,0.1612639,0.2063472,0.1938562,,0.2070309,0.1773409,0.202902,0.1870221,0.1664308,,,,,0.149494,0.3010861
2021-03-09 17:00:00,0.2197222,0.2749167,,,0.1614306,0.1596861,0.2146889,0.1957815,,0.2152484,0.1791007,0.221422,0.2006423,0.1753444,,,,0.1733939,0.145644,0.3278333
2021-03-09 18:00:00,0.2011083,0.2496667,,,0.1652833,0.1670528,0.2269194,0.1971348,,0.2196945,0.189579,0.203821,0.2324218,0.1779889,,,,0.1698889,0.149967,0.3296417
2021-03-09 19:00:00,0.2114826,0.2385069,,,0.1818723,0.1903819,0.2398611,0.1864196,,0.4421128,0.1968684,0.22044,0.2440841,0.289105,,,,0.1662847,0.147025,0.34575
2021-03-09 20:00:00,0.2337945,0.2145,,,0.1826945,0.2128111,0.236825,0.1837489,,0.3721583,0.2404769,0.246822,0.2044432,0.2381281,,,,0.1616944,0.171097,0.2821833
2021-03-09 21:00:00,0.2653528,0.21875,,,0.1860556,0.2382361,0.2237464,0.1758517,,0.3026153,0.216044,0.314193,0.2327165,0.2303258,,,,0.1656667,0.185303,0.2791278
2021-03-09 22:00:00,0.2916556,0.1993055,,,0.1795806,0.2059,0.2373217,0.1719408,,0.2163556,0.2102271,0.373398,0.1957409,0.2516492,,,,0.1628611,0.211144,0.2961278
2021-03-09 23:00:00,0.2775069,0.1897569,,,0.1815603,0.2007708,0.2584583,0.2341809,,0.1839878,0.2093581,0.381361,0.1933408,0.2753837,,,,0.1642361,0.201181,0.4134722
2021-03-10 00:00:00,0.2683667,0.1969167,,,0.2148389,0.2394917,0.3015417,0.1892169,,0.2267299,0.2095856,0.342617,0.2035996,0.3429869,,,,0.1651111,0.223147,0.4113083
2021-03-10 01:00:00,0.2718007,0.2242391,,,0.2017391,0.3176667,0.2127174,0.2055715,,0.2942013,0.2141438,0.306149,0.2411801,0.3894482,,,,0.1674275,0.231794,0.4805978
2021-03-10 02:00:00,0.2539296,0.2611111,,,0.1719855,0.3084927,0.3006413,0.1846352,,0.2439037,0.1818703,0.316329,0.2536575,0.3937311,,,,0.1792391,0.193462,0.5571629
2021-03-10 03:00:00,0.2488368,0.2023264,,,0.210117,0.3312118,0.2575271,0.1882309,,0.2581111,0.1708812,0.253562,0.2038856,0.374142,,,,0.1713542,0.189765,0.5445521
2021-03-10 04:00:00,0.2696703,0.1986232,,,0.1914275,0.3386667,0.2121485,0.2195315,,0.3013926,0.1742355,0.38892,0.2462763,0.4162884,,,,0.1605008,0.207754,0.5609747
2021-03-10 05:00:00,0.2723406,0.2317029,,,0.1981304,0.3354456,0.1888623,0.233406,,0.2693694,0.1635316,0.28865,0.2099717,0.342958,,,,0.1711594,0.22601,0.6214021
2021-03-10 06:00:00,0.2791528,0.2526111,,,0.2939833,0.3888111,0.2605389,0.2780891,,0.3425611,0.1680505,0.283443,0.2543041,0.3783797,,,,0.1795,0.218319,0.7536028
2021-03-10 07:00:00,0.3203368,0.2488889,,,0.2660071,0.4300417,0.3011597,0.3872901,,0.3926215,0.1700883,0.478753,0.3553232,0.5933803,,,,0.1966667,0.165512,0.9184167
2021-03-10 08:00:00,0.4388639,0.3783889,,,0.3158611,0.47225,0.2626694,0.5231208,,0.3702306,0.1817234,0.682211,0.4970793,0.4678461,,,,0.1813135,0.169925,1.072728
2021-03-10 09:00:00,0.3580083,0.3886667,,,0.2757611,0.304375,0.2731583,0.3812505,,0.3200583,0.1936229,0.572677,0.2941368,0.4133361,,,,0.1808333,0.258672,0.6302139
2021-03-10 10:00:00,0.3306111,0.3474444,,,0.2446694,0.2500833,0.2545528,0.3432999,,0.2184833,0.2015161,0.183697,0.2415647,0.3086414,,,,0.1670278,0.262547,0.3597972
2021-03-10 11:00:00,0.2754444,0.3357639,,,0.2093972,0.1791931,0.2330278,0.2979689,,0.1984421,0.1753093,0.171093,0.2077389,0.2353396,,,,,0.190493,0.309059
2021-03-10 12:00:00,0.2606278,0.2485278,,,0.1791389,0.1515667,0.2681222,0.2618526,,0.2113292,0.1709314,0.171866,0.2032282,0.2055311,,,,0.1848333,0.167678,0.271125
2021-03-10 13:00:00,0.2699333,0.2315278,,,0.1986667,,0.2389944,0.2063797,,0.2141569,0.1651001,,0.2358101,0.1974683,,,,0.1739444,0.162828,0.2209833
2021-03-10 14:00:00,0.2658833,0.2151944,,,0.1828194,0.1420083,0.2186806,,,0.2249556,0.1640668,0.168065,0.2108912,0.1834675,,,,0.1629445,0.178361,0.2280639
2021-03-10 15:00:00,0.2785139,0.2159722,,,0.1879787,0.1387708,0.2214757,0.183994,,0.1854635,0.1574326,0.179847,0.216947,0.1793205,,,,0.1531597,0.176138,0.2163715
2021-03-10 16:00:00,0.2180056,0.2178055,,,0.2177917,0.1485556,0.1950805,0.1801274,,0.1790875,0.157378,0.170153,0.1764405,0.1980492,,,,0.1457222,0.147556,0.2690139
2021-03-10 17:00:00,0.1953722,0.2166667,,,0.1516667,0.164675,0.2002306,0.1683865,,0.2168861,0.1596048,0.167777,0.1685493,0.2118156,,,,0.1565555,0.141019,0.2625083
2021-03-10 18:00:00,0.2192722,0.2392778,,,0.1506194,0.1572222,0.2019167,0.1898651,,0.2014208,0.1725503,0.169282,0.1765425,0.2253139,,,,0.1530833,0.158897,0.2977139
2021-03-10 19:00:00,0.2691528,0.2383333,,,0.1804255,0.1752153,0.2485347,0.1797536,,0.2192015,0.1784514,0.22897,0.1666667,0.2350444,,,,0.1568204,0.17997,0.3424375
2021-03-10 20:00:00,0.3086889,0.2272222,,,0.1777528,0.2426139,0.2195361,0.1771315,,0.2079514,0.1673141,0.378044,0.160585,0.2477058,,,,0.1977778,0.184139,0.2787944
2021-03-10 21:00:00,0.2878639,0.2705278,,,0.1643528,0.3004028,0.2048225,0.1690888,,0.2140226,0.1637316,0.445681,0.1626458,0.2977953,,,,0.1963611,0.182147,0.3845611
2021-03-10 22:00:00,0.2946667,0.20225,,,0.16075,0.3082833,0.2117638,0.163553,,0.2205917,0.159882,,0.1913949,0.3865542,,,,0.1810833,0.170356,0.4073972
2021-03-10 23:00:00,0.2831382,0.1942708,,,0.1592411,0.2911563,0.1980451,0.2274095,,0.1983522,0.1552395,,0.1785252,0.3168668,,,,0.1955208,0.163831,0.2983472
2021-03-11 00:00:00,0.26015,0.1937778,,,0.1543833,0.2823472,0.1748861,0.2101773,,0.1781639,0.1569914,0.570222,0.1989025,0.2283567,,,,0.2041111,0.163667,0.2572139
2021-03-11 01:00:00,0.2316341,0.1638044,,,0.1704275,0.3009964,0.1700652,0.1828634,,0.1617627,0.1441961,0.431737,0.2007848,0.2534761,,,,0.1943478,0.168913,0.2258188
2021-03-11 02:00:00,0.2379312,0.1808333,,,0.1332145,0.3777091,0.1658913,0.1575734,,0.1643913,0.1386888,0.340061,0.2188947,0.1870891,,,,0.241087,0.16057,0.2276051
2021-03-11 03:00:00,0.232066,0.190868,,,0.141016,0.3559062,0.1614375,0.1688598,,0.1591424,0.1370914,0.314541,0.2328554,0.18991,,,,0.2348125,0.142451,0.2225903
2021-03-11 04:00:00,0.2256304,0.1843116,,,0.1527029,0.3807355,0.1893007,0.1790279,,0.1576612,0.1435921,0.468279,0.171112,0.2226949,,,,0.2117754,0.159159,0.2673623
2021-03-11 05:00:00,0.2284167,0.2067029,,,0.1716485,0.3049855,0.2425254,0.1606933,,0.1666429,0.1344411,0.304253,0.2408132,0.2972797,,,,0.1818841,0.129642,0.3808297
2021-03-11 06:00:00,0.2311778,0.2108611,,,0.1641472,0.3512556,0.22265,0.173181,,0.1797847,0.1317529,0.372011,0.2984752,0.2540333,,,,0.1875556,0.154683,0.5670361
2021-03-11 07:00:00,0.2932535,0.2395139,,,0.3003368,0.5442674,0.1997847,0.1733543,,0.1866858,0.1373457,0.459405,0.4051719,0.4190148,,,,0.2145745,0.175955,0.919559
2021-03-11 08:00:00,0.3268667,0.2504722,,,0.3582167,0.6580608,0.2093278,0.2463283,,0.1992986,0.1438483,0.948639,0.2858583,0.6242853,,,,0.2141389,0.187272,1.075625
2021-03-11 09:00:00,0.3458945,0.2627222,,,0.1993694,0.3672849,0.3097222,0.2008678,,0.1680653,0.1561588,0.765765,0.2689658,0.3448214,,,,0.1337778,0.167133,0.4252056
2021-03-11 10:00:00,0.2330028,0.2588611,,,0.1751972,0.1938111,0.2835056,0.2526286,,0.1592555,0.1532109,0.215411,0.2339447,0.2538492,,,,0.1279167,0.146708,0.4371611
2021-03-11 11:00:00,0.2079722,0.2742361,,,0.1709007,0.1836736,0.2539479,0.2004703,,0.1564896,0.140286,0.16445,0.1561258,0.242861,,,,0.1322153,0.148663,0.3355243
2021-03-11 12:00:00,0.2127944,0.2225278,,,0.1381194,0.1965472,0.2180361,0.2086503,,0.1536556,0.1372688,0.166306,0.1664718,0.250367,,,,0.1335556,0.164453,0.2815583
2021-03-11 13:00:00,0.2311889,0.2269722,,,0.1303944,0.1421899,0.22175,0.1637805,,0.1633819,0.1413517,0.138674,0.2297727,0.1470608,,,,0.1405278,0.153922,0.2575555
2021-03-11 14:00:00,0.2528611,0.1950556,,,0.1232694,0.1342861,0.2209278,0.1574405,,0.1889653,0.1522224,0.143211,0.1688962,0.1523753,,,,0.1492778,0.144317,0.1830306
2021-03-11 15:00:00,0.228407,0.2024653,,,0.1401347,0.1382882,0.1998264,0.1725369,,0.2238934,0.1450909,0.138487,0.1817092,0.1555614,,,,0.1442908,0.140458,0.1925833
2021-03-11 16:00:00,0.2157556,0.2182222,,,0.1410778,0.1481194,0.1910361,0.172298,,0.2128181,0.1433585,0.143564,0.1815419,0.1810989,,,,0.1365278,0.136481,0.2206389
2021-03-11 17:00:00,0.259925,0.2448611,,,0.1402889,0.1399778,0.1949167,0.191633,,0.2301847,0.1477712,0.138934,0.183113,0.1737017,,,,0.1406667,0.134342,0.2308111
2021-03-11 18:00:00,0.217925,0.2392222,,,0.1555556,0.1374556,0.2126667,0.2062748,,0.2268431,0.1611045,0.147027,0.1987734,0.1784353,,,,0.1393056,0.151639,0.2637694
2021-03-11 19:00:00,0.2372938,0.276868,,,0.2015931,0.1626736,0.2046944,0.2366738,,0.2581418,0.1550667,0.17112,0.2951998,0.2345075,,,,0.1587943,0.17409,0.2809063
2021-03-11 20:00:00,0.2562805,0.2870556,,,0.1711361,0.2311361,0.278075,0.2176838,,0.3645292,0.1743081,0.205828,0.2736423,0.2995561,,,,0.1605278,0.172208,0.4713361
2021-03-11 21:00:00,0.2548389,0.2520278,,,0.2431778,0.3173639,0.3088913,0.2046386,,0.3619389,0.1657084,0.224395,0.2092248,0.3494906,,,,0.1535278,0.180725,0.3113444
2021-03-11 22:00:00,0.2604555,0.2345556,,,0.3383306,0.3325417,0.2234058,0.1905986,,0.4523042,0.1772491,0.350261,0.1916056,0.3192061,,,,0.146,0.277714,0.3453528
2021-03-11 23:00:00,0.2642388,0.2267431,,,0.2258326,0.3412743,0.2172833,0.2059389,,0.3234439,0.1791982,0.340485,0.1872521,0.2765988,,,,0.1725532,0.230188,0.4139673
2021-03-12 00:00:00,0.2666611,0.2062778,,,0.2129555,0.2959111,0.2671278,0.2585621,,0.2463222,0.188508,0.255142,0.1908071,0.2703656,,,,0.1803889,0.213683,0.4450472
2021-03-12 01:00:00,0.2667464,0.2095652,,,0.2106087,0.2964964,0.2603478,0.233816,,0.2465018,0.2039114,0.442855,0.2254808,0.2618188,,,,0.2007971,0.191301,0.4762101
2021-03-12 02:00:00,0.2466268,0.2080797,,,0.1791536,0.1942681,0.2251775,0.2126895,,0.2422736,0.2161764,0.604916,0.1980304,0.2584833,,,,0.2139493,0.17862,0.4399275
2021-03-12 03:00:00,0.2539861,0.2046528,,,0.1770896,0.2030208,0.2101632,0.1942915,,0.2755325,0.2204302,0.572413,0.1950567,0.2911986,,,,0.2118085,0.176142,0.4506389
2021-03-12 04:00:00,0.2358877,0.2214855,,,0.1708297,0.2227319,0.1775399,0.1887342,,0.2564275,0.21167,0.487246,0.203517,0.2640297,,,,0.2143478,0.183029,0.4038732
2021-03-12 05:00:00,0.2433913,0.1974203,,,0.1700797,0.2587609,0.1745978,0.1776357,,0.2696105,0.1912682,0.490801,0.1873795,0.2259312,,,,0.1912319,0.187164,0.348192
2021-03-12 06:00:00,0.2472083,0.2026111,,,0.1902972,0.4430361,0.2027667,0.2249167,,0.2967708,0.1851301,0.480843,0.2588169,0.2735144,,,,0.1785555,0.185564,0.3933972
2021-03-12 07:00:00,0.2749896,0.2333681,,,0.4426701,0.3985243,0.2192465,0.2312998,,0.3534741,0.1833582,0.468528,0.2614972,0.3040631,,,,0.1815968,0.204423,0.7387708
2021-03-12 08:00:00,0.3154556,0.2650833,,,0.369025,0.258425,0.263175,0.2406545,,0.3696125,0.1995569,0.708012,0.2866499,0.3153753,,,,0.1808055,0.189986,0.7566944
2021-03-12 09:00:00,0.4090917,0.3086111,,,0.2312139,0.2824139,0.3680528,0.3058275,,0.3949278,0.2103569,0.490449,0.3148698,0.3059556,,,,0.1806111,0.198058,0.5576972
2021-03-12 10:00:00,0.5459083,0.3402222,,,0.1833972,0.2432028,0.2226639,0.185221,,0.208775,0.2180489,0.251358,0.2542512,0.2639817,,,,0.1788333,0.187867,0.5116166
2021-03-12 11:00:00,0.2702292,0.2925347,,,0.1485451,0.1690799,0.1939722,0.1861767,,0.185808,0.1937883,0.215768,0.2631174,0.2165691,,,,0.1752837,0.191291,
2021-03-12 12:00:00,0.2241833,0.2378889,,,0.1703167,0.1500806,0.2148,0.2242611,,0.1706403,0.1685996,0.171699,0.185671,0.1901411,,,,0.1705833,0.170372,0.2876083
2021-03-12 13:00:00,0.2092222,0.2189167,,,0.1624222,0.1603889,0.1929806,0.2153016,,0.1807056,0.1498388,,0.1728213,0.1874075,,,,0.1532778,0.167328,0.2743306
2021-03-12 14:00:00,0.1993278,0.2777222,,,0.1596861,0.1523778,0.1868583,0.2105626,,0.1814264,0.1512373,0.174431,0.1675851,0.1871194,,,,0.1518889,0.161153,0.2997195
2021-03-12 15:00:00,0.2214132,0.2535278,,,0.1496771,0.1502257,0.1854368,0.2215327,,0.1932391,0.1545903,0.178046,0.1735151,0.1774782,,,,0.1561297,0.151083,0.2746356
2021-03-12 16:00:00,0.2130389,0.2404445,,,0.1498972,0.1529833,0.1848861,0.2162185,,0.2023972,0.1602893,0.217381,0.1847382,0.1786378,,,,0.1542222,0.137492,0.23855
2021-03-12 17:00:00,0.2275055,0.2523889,,,0.1554556,0.15195,0.1988306,0.2224169,,0.2015389,0.164107,0.245749,0.1761827,0.178415,,,,0.1572222,0.134622,0.2406889
2021-03-12 18:00:00,0.2541111,0.3754722,,,0.1658889,0.1516556,0.2139083,0.2228962,,0.2057917,0.1724921,0.261729,0.2369034,0.1905661,,,,0.1558889,0.142867,0.2394806
2021-03-12 19:00:00,0.2610903,0.2930903,,,0.1698819,0.1620174,0.2660816,0.2579539,,0.4670176,0.1809957,0.279222,0.3048042,0.3271382,,,,0.1616389,0.153596,0.4026597
2021-03-12 20:00:00,0.2644194,0.3097778,,,0.1953083,0.1923389,0.2993667,0.2651522,,0.2884528,0.204617,0.282943,0.2727562,0.3688914,,,,0.1596944,0.19375,0.4602945
2021-03-12 21:00:00,0.2697417,0.2861944,,,0.232425,0.2603528,0.3064927,0.2230777,,0.2415028,0.1860929,0.426016,0.1876626,0.2722147,,,,0.1751389,0.231742,0.4162861
2021-03-12 22:00:00,0.3061472,0.2431944,,,0.2557445,0.2967556,0.2681,0.2098331,,0.3140306,0.2266504,0.475443,0.1809843,0.4156556,,,,0.1830555,0.350031,0.3963167
2021-03-12 23:00:00,0.2546222,0.3078095,,,0.2345764,0.3180069,0.277002,0.1945475,,0.3021589,0.2225631,0.703957,0.1785008,0.3276909,,,,0.1724444,0.288786,0.3423542
2021-03-13 00:00:00,0.2874639,0.2362222,,,0.213275,0.3683056,0.2408194,0.2243591,,0.2891486,0.1928072,0.549665,0.3093084,0.3612781,,,,0.1623611,0.182239,0.2889667
2021-03-13 01:00:00,0.2856486,0.2006884,,,0.2062319,0.4014224,0.2611087,0.1932536,,0.2444149,0.1946275,0.521098,0.2980172,0.3231754,,,,0.1785145,0.170525,0.2891159
2021-03-13 02:00:00,0.2625543,0.2074638,,,0.2352065,0.3925673,0.2674167,0.206391,,0.2076448,0.1838375,0.599875,0.2492862,0.3119721,,,,0.2625362,0.146597,0.3369167
2021-03-13 03:00:00,0.2331667,0.2092014,,,0.2249736,0.3742153,0.2863194,0.2937005,,0.2093854,0.1767257,0.552245,0.2370655,0.3280347,,,,0.2134861,0.140931,0.3087083
2021-03-13 04:00:00,0.2444928,0.1986232,,,0.2632536,0.3202826,0.2927971,0.1842553,,0.1872228,0.1656549,0.507502,0.2392818,0.3654518,,,,0.1659058,0.127102,0.3842174
2021-03-13 05:00:00,0.237308,0.2109275,,,0.1669058,0.3606631,0.2758478,0.1840839,,0.1998393,0.1594245,0.487143,0.2056163,0.3833971,,,,0.175942,0.132779,0.4204891
2021-03-13 06:00:00,0.2291222,0.1542778,,,0.1827861,0.3606167,0.24855,0.2087869,,0.1921,0.1632514,0.484935,0.2183116,0.3720578,,,,0.1633056,0.122156,0.5470555
2021-03-13 07:00:00,0.2278056,0.1725347,,,0.2026056,0.2912882,0.2491944,0.2158587,,0.2169792,0.1567262,0.507076,0.277893,0.4007554,,,,0.1727639,0.163427,0.786059
2021-03-13 08:00:00,0.2568587,0.1980435,,,0.2441556,0.3351861,0.2398877,0.270003,,0.1999111,0.1699453,0.551469,0.2795873,0.2899007,,,,0.1549444,0.174565,0.8608007
2021-03-13 09:00:00,0.2712138,0.2421377,,,0.1869222,0.1811889,0.2259312,0.2569861,,0.1956931,0.172057,0.429367,0.2199715,0.2967594,,,,0.1388333,0.167951,0.4532391
2021-03-13 10:00:00,0.3100944,0.2120278,,,0.1624028,0.1581444,0.2199889,0.2456364,,0.1726417,0.1742147,0.219463,0.2319061,0.2349872,,,,0.1389167,0.129175,0.3375639
2021-03-13 11:00:00,0.3208333,0.2494097,,,0.1548403,0.1566458,0.1904792,0.2659746,,0.1693837,0.1591483,0.210392,0.1809531,0.2030236,,,,0.1442708,0.129813,0.3121389
2021-03-13 12:00:00,0.2116055,0.2646389,,,0.1402917,0.161525,0.1986944,0.2208552,,0.1818722,0.1570641,0.215584,0.1830427,0.1809639,,,,0.1606667,0.132411,0.2929667
2021-03-13 13:00:00,0.2294333,0.3341389,,,0.1385917,0.1686667,0.2028389,0.2119071,,0.170615,0.1550175,0.232225,0.1836911,0.2043,,,,0.1575556,0.161333,0.2968194
2021-03-13 14:00:00,0.2511222,0.284,,,0.1429361,0.1668306,0.1935361,0.2201351,,0.2009849,0.1491408,0.227295,0.1740129,0.20734,,,,0.1657778,0.137,0.2759722
2021-03-13 15:00:00,0.2213757,0.2435069,,,0.1376021,0.1682882,0.1981007,0.2014665,,0.2131454,0.1430186,0.212518,0.169978,0.1956977,,,,0.1766667,0.138056,0.3194271
2021-03-13 16:00:00,0.2067639,0.2702222,,,0.1520944,0.1840917,0.1954674,0.2119109,,0.1985153,0.1497674,0.251336,0.1783225,0.1977589,,,,0.1879444,0.153833,0.3401528
2021-03-13 17:00:00,0.2734861,0.2641667,,,0.1644611,0.1903083,0.2202007,0.2134383,,0.2380875,0.1635641,0.300134,0.1846506,0.2293297,,,,0.1967222,0.163222,0.3758722
2021-03-13 18:00:00,0.3776444,0.2873889,,,0.1906167,0.2337056,0.2566222,0.2503858,,0.2341889,0.1883995,0.342357,0.2526658,0.2441547,,,,0.2131389,0.180744,0.4251806
2021-03-13 19:00:00,0.3137187,0.3175347,,,0.2540604,0.2756667,0.2726944,0.2991951,,0.3274556,0.2985733,0.363754,0.3456228,0.3359234,,,,0.2580208,0.208667,0.6678056
2021-03-13 20:00:00,0.3159972,0.2883333,,,0.2624722,0.2951028,0.3308195,0.3248815,,0.4558542,0.2545388,0.36856,0.2530677,0.3654083,,,,0.2650278,0.317875,0.5642389
2021-03-13 21:00:00,0.3059222,0.2461111,,,0.2585639,0.3726555,0.3607645,0.2356661,,0.4836782,0.2106051,,0.2169823,0.3761331,,,,0.2290556,0.380453,0.3359444
2021-03-13 22:00:00,0.344675,0.2277222,,,0.1964361,0.4178833,0.2573312,0.2159424,,0.2884875,0.2323623,0.267962,0.2049113,0.3479583,,,,0.2600833,0.23635,0.3510222
2021-03-13 23:00:00,0.3565606,0.2238194,,,0.2209347,0.4166528,0.2439438,0.2299808,,0.3305604,0.2458614,0.333353,0.2052959,0.3873191,,,,0.2868403,0.187351,0.288559
2021-03-14 00:00:00,0.3315361,0.22075,,,0.2251861,0.44945,0.2046833,0.2137543,,0.3220861,0.2548192,0.524987,0.2322922,0.2920011,,,,0.2654722,0.200003,0.3642972
2021-03-14 01:00:00,0.3298007,0.1982246,,,0.1893515,0.2042202,0.1998587,0.2074659,,0.3446268,0.2713387,0.463431,0.2229702,0.2098022,,,,0.2703623,0.21167,0.3690688
2021-03-14 02:00:00,0.2911268,0.2266667,,,0.2216297,0.1955236,0.1870725,0.1836826,,0.3509603,0.2216895,0.350717,0.2842202,0.2030536,,,,0.2410507,0.203315,0.2781703
2021-03-14 03:00:00,0.2988333,0.2239236,,,0.1879236,0.1792907,0.2003854,0.2102782,,0.3327619,0.1936148,0.318911,0.2392103,0.1968589,,,,0.2086806,0.197177,0.2660139
2021-03-14 04:00:00,0.2923116,0.2170652,,,0.1921957,0.1810181,0.200308,0.2328505,,0.2430812,0.1908919,0.257797,0.2232435,0.1964869,,,,0.1816304,0.194928,0.2312898
2021-03-14 05:00:00,0.2758007,0.2200145,,,0.2485399,0.1863043,0.1988949,0.2400921,,0.202192,0.1684916,0.476649,0.2013094,0.2027424,,,,0.1755435,0.187467,0.2286015
2021-03-14 06:00:00,0.2785917,0.2044097,,,0.2120417,0.1710308,0.2017361,0.2521583,,0.1778569,0.1647308,0.359191,0.2404374,0.2001822,,,,0.1727778,0.165283,0.2212139
2021-03-14 07:00:00,0.2706771,0.2061389,,,0.1797153,0.1689688,0.2000937,0.2265098,,0.1707289,0.1634025,0.357165,0.2391334,0.194988,,,,0.1582222,0.168008,0.2206736
2021-03-14 08:00:00,0.2940194,0.2098913,,,0.1567333,0.164975,0.20085,0.1884028,,0.1924458,0.1640432,0.302547,0.2466552,0.1907475,,,,0.1649167,0.15942,0.2455444
2021-03-14 09:00:00,0.2509305,0.2236087,,,0.186325,0.1635583,0.2215639,0.188935,,0.2613847,0.1695172,0.261121,0.313975,0.1915814,,,,0.167,0.186417,0.2440806
2021-03-14 10:00:00,0.2091805,0.235625,,,0.1901389,0.1519417,0.1956889,0.203075,,0.2827347,0.2136161,0.237608,0.3901253,0.186425,,,,0.163,0.197558,0.2467806
2021-03-14 11:00:00,0.2052986,0.2122778,,,0.199066,0.1477049,0.1883368,0.1881199,,0.2383609,0.1960714,0.259501,0.2158253,0.182382,,,,0.14725,0.122403,0.2400278
2021-03-14 12:00:00,0.23955,0.2103333,,,0.1822194,0.1463778,0.1873389,0.1990973,,0.2430052,0.189004,0.204445,0.2085541,0.2003647,,,,0.1396944,0.131508,0.3403972
2021-03-14 13:00:00,0.2303167,0.2223333,,,0.161775,0.1441472,0.1979778,0.2033525,,0.2614574,0.2067482,0.148213,0.2028449,0.1996794,,,,0.1378333,0.116928,0.3168972
2021-03-14 14:00:00,0.2239889,0.2044444,,,0.138575,0.1386361,0.1923778,0.2014819,,0.2484111,0.198234,0.140016,0.179841,0.1982658,,,,0.1357778,0.115436,0.323675
2021-03-14 15:00:00,0.213434,0.1934444,,,0.1531007,0.1489583,0.1932882,0.2079871,,0.2115234,0.1700553,0.143233,0.1961378,0.1900398,,,,0.1299861,0.114435,0.3453299
2021-03-14 16:00:00,0.2150556,0.1756945,,,0.1516111,0.1187333,0.1750056,0.1960024,,0.1923472,0.1622399,0.13694,0.2055452,0.1464158,,,,0.1241111,0.093117,0.2368083
2021-03-14 17:00:00,0.1941389,0.1645,,,0.1525583,0.1150556,0.145942,0.1717026,,0.1668181,0.1710447,0.131513,0.1751825,0.130665,,,,0.1268333,0.095561,0.1820056
2021-03-14 18:00:00,0.2032472,0.1635903,,,0.1529667,0.11695,0.1546558,0.1653934,,0.1690556,0.1507171,0.121413,0.1720106,0.1284864,,,,0.1210556,0.121939,0.1731639
2021-03-14 19:00:00,0.2027326,0.17175,,,0.1502813,0.1279375,0.1531714,0.1614092,,0.1836543,0.1378885,0.111267,0.1722513,0.1250615,,,,0.1253611,0.11429,0.1749514
2021-03-14 20:00:00,0.1951889,0.1735278,,,0.1140806,0.1316194,0.1408111,0.1539197,,0.1813317,0.1445212,0.103876,0.1753613,0.1335928,,,,0.1247778,0.122022,0.1643611
2021-03-14 21:00:00,0.1792306,0.1705833,,,0.1236194,0.1251917,0.1479529,0.1461657,,0.1607599,0.1580253,0.115437,0.18088,0.1371822,,,,0.12225,0.135667,0.16515
2021-03-14 22:00:00,0.1754139,0.1626458,,,0.1194333,0.1257583,0.1318507,0.1425619,,0.1650653,0.151628,0.128379,0.1799198,0.1413406,,,,0.1194722,0.138431,0.1568583
2021-03-14 23:00:00,0.1660104,0.1653611,,,0.1207674,0.1281979,0.1475272,0.1445456,,0.1653177,0.1390879,0.120977,0.1798588,0.1338039,,,,0.1279514,0.128721,0.1594558
2021-03-15 00:00:00,0.1609278,0.1629167,,,0.1369805,0.1295194,0.1421167,0.1484095,,0.1591486,0.1383285,0.084128,0.1960853,0.15367,,,,0.1383611,0.125914,0.1625056
2021-03-15 01:00:00,0.1738732,0.1598551,,,0.1389239,0.1301449,0.1511341,0.1523544,,0.1647428,0.132501,0.106725,0.2066129,0.1390478,,,,0.1380435,0.151402,0.1851812
