EMS_ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022
0250009,18.373246293593695,18.621483923155736,18.714799078920397,19.802268518961395,19.504120524590164,20.140607537226774,19.949454232789854,20.311487472839087,18.6937516511708,18.64448145212582,18.806458729045502,19.634984625896823
0260011,16.197207916666667,16.577907038251368,16.605828145491802,17.990210344945357,17.461528265710385,18.516142333333335,16.583778968536254,17.498781737674417,16.362551665509763,16.583550319111424,16.813593681243592,17.79587208603274
0260012,,,,,,,,,,,,19.1416325136612
0310162,,,,,,,,,,,,17.739153714481343
0310172,16.614227325247693,15.889907144401814,16.213249169972638,17.38397913557001,18.056877766753054,17.85727012397541,,,,,,
0310177,,,,,,,,,,,,18.532833162041793
0450270,13.953236542749659,13.298701310215236,15.115753534787123,14.998552224186419,15.829228153846154,15.00210703455354,,,,,,
0450307,15.339365346088146,14.772474748292348,16.13235864957265,17.103933012995896,16.776200351851852,16.048295216637783,15.638495421448088,17.318214709954525,15.186680627824858,15.009408031420763,14.687151569866758,16.689203468237707
0500886,19.46274123835997,19.68217529065744,20.04087836553889,20.554563597326936,21.091073364065547,,19.44942243852459,20.842923471994535,19.356553582650275,23.625396825396827,,
0550502,,,,,,,,,12.163665948506695,,15.591505890189328,17.29057749897049
0605008,,,,,,,,,,19.380682560757315,19.200299100719423,21.046597534859877
0770703,11.44254507510288,10.713507922673656,13.298242516117968,12.854020336065574,13.395362756239317,11.507739186119876,11.831927381447123,12.573089544459645,11.013161036564332,10.256616923340179,8.396507003278689,13.805821613871634
0770708,14.97857328913192,14.912745436943112,16.58549569415561,15.733755417236662,15.900816034553541,15.416673248032842,15.491738174374786,15.399358412301588,13.998701031420765,14.127229420027342,14.715576516572638,16.7202387409201
E206270,,,,,,,,,,,,17.31335308219178
E206271,,,,,,,,,,,,18.84783904109589
E206589,13.835672382322715,13.045133972540842,13.970837517783858,14.752011036451169,14.329239658291456,13.880825989924432,12.913768217554644,14.509957470969946,14.571404857302118,,,
E206898,19.351624275555555,,,,,,,,,,,
E207417,,,,,,,,,,,,17.87060993150685
E207418,,,,,,,,,,,,18.543581475128644
E207723,,,,,,,,,,,,17.85134885313249
E208096,15.786795552920964,15.069111272882514,16.352451248718825,17.451288200819672,16.383920986338797,15.87893531659836,15.453555539959018,16.065144794258373,14.929740169115135,15.507214898601397,,
E209177,,,,,,,,,,,,18.038356727148237
E209178,,,,,,,,,,,,17.62443546730572
E216670,,14.969036888319671,15.69663860267398,15.260409302254098,14.586463295610425,14.489307893406218,15.639830524427742,14.630415273224044,15.900781878032117,18.233459324862636,16.438267610610264,16.20271098010974
E220217,,,,,,,17.185866966792194,17.900790348257004,17.945780067622948,17.843838049247605,17.66358679952186,18.74729585543404
E220891,,,,,,,,,,,,19.21951712328767
E221801,,,,,,,,,,,,17.828944657786884
E223615,14.83095586782787,13.621137465356773,14.36955661680328,16.186111975068307,15.766093401517765,16.09138550136612,15.771095950444293,14.939721794188863,16.177127205841447,15.178658606551602,13.873158933890048,15.693331218920765
E223616,16.609410465846995,15.578191891393443,14.326423547151746,15.711918817397308,14.846799366610739,14.023938780657103,15.349254231771752,14.413340397540983,15.628026559959002,15.495523495560109,14.286308788179024,15.88083942759563
E223756,,,,,,,,,,,,16.15648072952512
E224014,12.94800158686588,12.579620616626588,13.889315971676735,14.989968435143549,14.812943161626695,13.81881739734862,13.402303100637846,14.048094300396682,13.453130218983292,12.862020257097793,,15.957779270150272
E225267,13.371391234064426,12.658696230637421,14.640492658921524,14.90833563926002,14.584685848153216,13.783182090130227,13.86908609760274,13.936838265913758,13.53977326668997,13.118204159057438,12.696273071062523,14.312954321076573
E226338,16.850910956849315,16.490082988729508,16.93779978749573,17.92155946991701,17.746922635164836,18.249289607923497,17.246394387559807,18.23023906728142,17.700775264002733,17.58084756049214,17.33696959173215,18.525563523907103
E230557,14.472083649279341,13.63058634233003,14.512174517618885,15.327094162041794,15.452022080617496,14.475240810419116,14.370681857240438,14.077565886573282,,,11.610960733104239,15.001477619617226
E230617,14.435106091530056,13.89233286680328,15.04184857821038,15.402265586768273,15.235769282786885,15.097365601775955,14.026370014344263,16.034238226434425,,,,
E231478,15.434193979166666,15.573265018784154,15.389621565573771,16.07223038113645,,,,,,,,
E231866,15.091911538980508,15.349610654030055,15.373043292730086,16.51678587550928,16.78010252836637,16.93578554856361,16.190608083016258,16.620461689466485,16.215327856898906,16.046383041336547,15.97087832706767,16.862185786885245
E232244,,,,,,,,,,,,18.39669307612814
E232245,,,,,,,,,,,,18.67796057593418
E232246,,,,,,,,,,,,17.57439534087016
E233625,16.73705600546448,16.696635926912567,16.92257512568306,,,,,,,,,
E234230,14.269581797891037,13.850714537679636,16.137749520288857,15.011356376112252,15.701803035175878,14.497100804452055,14.920410507211537,15.246617129142468,13.428908980782431,13.469026472815896,14.419924507978722,16.42978212056011
E234293,13.765415831284153,13.753292915642076,14.388720852800548,15.182324013661201,14.954319820355192,14.7594107960369,14.565462274248635,15.031290895797746,13.76595161782787,13.754495732581967,14.096400132185886,15.597356756830601
E237631,13.134592089329162,12.858275538274183,14.611363743936245,14.431372555979204,14.616771361462247,13.675949474043716,13.825689930760909,13.969822940834474,13.01260725478142,12.806995738209158,13.244378567538897,15.276091544398907
E237758,17.975404332991804,15.301099919999999,,,,,17.726273312453944,19.861534261018107,18.393528588114755,18.160686347155586,18.225097391586868,
E238212,,,,,,,,,,,,18.739797945205478
