EMS_ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0310162,4.496881930854535,4.493752886836045,4.579004826476675,6.258640593709507,6.5154813218390695,6.275381389575287,4.86356706702893,7.0865847247593665,6.392266758162091,4.895256103655721,6.663712025167389,4.936107257819586,3.664341133808557
0310172,5.55546887506001,5.353250188343287,5.142642244047619,5.053873303818024,4.71959237163396,6.12069777180146,4.518564527260178,,,,,,
0310177,3.911218279940298,3.583761077224068,3.837254901960787,5.810871743486975,6.402623732856272,6.562939286533971,4.47039865767356,6.352900174442115,6.258948149354594,4.50730300481674,6.072896927886766,4.4529001784997675,3.4414371037150135
0310179,3.7005020620405134,4.541282992070059,4.93365827954156,6.191121200655808,6.736598955310499,6.228209927361915,5.441964943481522,7.683692445469709,7.499901008394884,6.927719534441933,7.381237405831507,6.054333006984715,4.697408922069311
0450307,9.943220348272405,5.281435155067036,6.586965192375044,7.432331614603982,8.618078087433883,7.73294755390539,8.432669799931162,11.49416024399857,16.4927371695788,10.332233557746495,7.442404997544688,9.095607571919002,5.778159886812039
0500886,4.623752371251281,3.975011995752474,4.692224060013807,5.500991577050991,5.7012094746093105,8.130426614789076,5.864558679706619,10.033677846037081,11.577675418334328,6.3616751413721495,,,
0550502,9.068221808269769,4.511207828789258,5.502312623833719,5.994695188188838,7.620946987063369,6.549114286854836,5.822108644859798,19.90206366765723,15.738087908578773,7.080403226999529,5.055506510005925,7.43314958415022,5.349822092554264
0605008,9.961378490790256,7.713426853707415,7.970567624386826,8.88250529785731,9.061445925227032,8.527447606957425,7.856073892201566,15.336540440297703,12.382210072874502,7.39740978482182,7.055888634946131,13.575073362180937,7.2507973462223365
E206271,3.8699801980198067,4.19261860893595,4.218262081784376,5.6153917585606665,5.85807252856433,6.286102499172546,4.399663128291246,5.7891854988058995,6.768888159020199,5.758350919435112,7.07192017961355,4.839258050242942,4.871664719201472
E206589,7.335384038864452,7.012928853068375,7.380139772980165,8.1388064789474,7.102391592713062,8.315978373320448,7.288318749116581,8.342933331534228,8.9904982626637,,,,
E207417,4.244219409282696,4.425313398504869,4.169542994588087,6.810318305525976,5.998673158855736,6.0183146381485075,4.840988912897852,6.40238217485473,7.286092786652202,5.88521586301561,6.991848350521142,4.754963000300611,4.2430180970408236
E207418,3.764781586437328,3.775848188614156,3.863682627804762,6.075275862068959,6.15532097704674,6.986957686356751,4.64862198653415,5.991941670080056,6.435504729110594,5.101033258208082,6.253211327881079,4.825191464225498,3.9045328900101985
E207723,,4.587544541626168,4.356223529411759,5.8229683641067895,6.698997852541179,6.121449577676617,4.009762042757195,6.837638973090348,6.899172738365364,5.713657551820384,6.736070768869741,5.122050274635648,4.225639820426842
E208096,8.79231441301459,8.029647413954432,8.034837042153288,7.880285911620782,9.968776009956974,8.849393035596792,8.526617614743794,14.177824805157552,16.626465076288618,8.924538969096899,8.223144771171164,,
E209177,,1.6272727272727272,3.9336715651970984,5.104131818749225,5.24321428571428,5.480078600342504,4.119602699838935,6.318895335550385,6.453211394560111,4.473594320392753,5.930676678222946,4.136050090938479,3.5114633302544593
E209178,4.11015728178652,4.403649130885222,4.150173090237689,6.978058494088335,6.454766584766569,7.181391920251043,5.225295953467293,6.509646042280654,6.9828972628937365,5.772877939799844,6.455143097682837,4.661071813196862,3.865550631520085
E216670,2.827911576842604,2.312097839765002,2.986241166962217,3.5521820915088824,6.244694421894932,4.965175276752768,4.718895078922934,4.3433914639743,5.314485981308411,4.52505243532976,3.4789110877438953,2.5735056542810986,1.766778958279347
E220217,4.306036523621495,3.620413457108832,2.3139318863328815,4.213343808086722,5.390605521733918,5.988392557412922,4.777248431326981,6.382363527294541,6.864567658293784,5.575233483223798,6.388190364277321,4.353253264925373,4.015911542610572
E220891,4.101123128119793,4.169199952869092,4.085023570651501,5.710058072009269,5.24206385932437,6.5845445510714145,4.46816121691166,6.877952674337922,7.710166387827328,6.29980534883422,6.030404708033454,5.408930712881617,4.401952680655834
E222520,3.8834249453345855,3.499234803250129,3.5918666723521246,5.702177411403913,7.313734222223095,8.574917405968158,5.373780213731253,7.8495280041281745,8.363475254455116,6.450167520009638,8.11396072747529,6.305298201649583,6.056132982973349
E222778,,4.739727832848838,5.190980353059422,6.203361179745374,5.92258185166334,6.371114987053003,4.854597343219563,9.253503064837007,9.016033954256072,3.451458058322333,6.491876110687992,5.675409830880795,4.06521032731026
E223615,1.4800514384724184,1.5036167582093094,1.7745325247576598,2.8105429251069096,5.591031854659575,5.063740307470601,4.520977596741345,,5.699288639793059,4.3885342926772655,2.674375,2.6819927971188475,4.058416602613375
E223616,2.5531345050014282,3.087355101628426,4.541442356630272,4.649411167276424,7.2135500114442666,5.386496727523252,5.030819519028718,3.6427822439706397,4.653267512929008,7.098535905182431,5.740206063477025,3.3709904003746196,1.6868250539956804
E223756,3.675705014749258,3.301871554928858,3.7778862922916057,5.099108589951382,5.323329600597255,6.273268557075175,4.494827468919397,7.489384661300859,8.067024963626906,4.8105912957763115,6.368052387210379,5.948631741428232,4.477881879846732
E225267,5.399027103730437,4.275296962716374,5.230326137954156,5.834972003187111,7.299978124701197,7.095724497348262,6.827952634775378,7.254834656054788,16.083803066310846,8.601182509101617,7.148652756549833,7.0642253883473005,6.498631409125477
E227431,5.765808581443543,4.826424402068875,4.380733897189158,4.284888171600873,4.355944003467528,6.822512699321959,6.038696594263729,10.90898155573376,7.902653799758745,4.908011869436201,6.952820512820513,4.593794749403341,4.417806307563494
E229797,3.4061022834926944,3.2416161345332912,3.609749418114516,4.828144599464778,4.463444828803447,4.189093468911607,3.732756548906513,5.919540229885057,5.409874516242524,3.972853314691833,6.4764875794338534,5.7242486808901125,5.536430566133537
E231866,6.616899566550614,7.6610275689223055,6.032450489143402,7.034122242647059,6.324596543435962,6.1826036998736065,3.9470547788219115,7.166608330416521,9.016943331425301,6.757170923379172,8.013840830449826,6.524043966109457,5.824739649479299
E232244,3.9320413436692467,3.9602224824355985,4.084089597044232,6.086408328513595,5.9194512551079725,5.683266018556173,3.851126858415958,6.076575550677493,6.8190755276867305,5.172990319095137,6.230608109691475,4.342871186856808,3.6807398696829106
E232246,4.083896940418692,4.251647342440592,4.166423273064427,6.327337843215285,6.415335202055572,5.993408267947215,4.963928993754291,6.1874430362832795,6.9592101896763054,5.211280641041941,6.116807329618544,4.621373278568109,4.369144259526825
E234670,4.35411677981286,3.7964613241980296,3.944370895330104,4.348024799302779,6.1184992439335835,7.122235966769064,4.323960825955125,7.818464110832438,8.822058823529412,7.180865760994704,7.82520371858143,4.964501862197393,5.499231557377049
E238212,4.613049645390075,3.7876924844863376,4.119523699954007,8.099228729814417,6.106557377049173,6.531228859342284,4.9604632740093315,6.690164007664283,6.9261141387828,5.429708142363099,6.392193938318076,4.998719687564953,4.469156293724592
E240337,,8.12925613423663,7.861041485271865,7.906964985463279,5.404904443932765,6.463982311183521,4.465692577440094,6.481379310344828,7.702150409884757,5.21332958380182,7.254315989998809,5.926584324137135,5.342217484008529
E249492,5.711514752123973,4.905187832373268,7.6365178120364146,8.135994455820896,7.390133628593903,8.785886469581756,6.737580107554121,11.450204848404608,13.815676345500458,7.9701138215535465,9.128462551731984,15.355266005529975,6.788417910337811
E263701,6.143356711321161,5.8153834388294365,5.993929628249712,6.670578222278522,6.085643765774523,8.0564488725624,4.080359152633437,10.293361910659488,15.511790135866347,8.942014808784622,12.561292583025915,13.161998483800541,8.56867257650342
E269223,11.055045864197494,9.964827957876365,10.887206758225819,11.573135199347249,11.545853461398996,8.842526024889882,8.493749969274498,10.13911979611075,20.297627504868725,10.811352774989247,8.995551026715784,9.930366497961703,10.057559478127398
E271963,2.4302185333424005,2.1182429264459564,1.6989458615916928,2.5447484396833597,2.356350428503856,2.69525676396395,1.5958910081884585,3.082060083628077,4.126167734938274,3.4670855275804158,5.079003227021045,5.020919856793863,3.6676270093908685
E273483,7.9068713422941554,7.982026109874457,6.231383817013644,8.139663552026466,8.05163743660824,8.603621516397082,7.162634392933527,9.895815523230874,10.337974231612417,8.72385259177996,8.917538488507477,7.0210619250271655,7.437067407106498
E275843,3.607477260567148,3.595469702196163,3.3076823376929334,4.643173728327013,4.625448482060737,4.7549398848392395,3.74435301487144,5.119835456729201,5.331115679837441,3.9340317469687913,5.42856429124702,3.610700559191362,3.2192108183902217
E282711,2.2066263800846126,1.9039242619317385,2.1758452532594923,3.5753448618830834,7.723168892056298,6.588554819530598,4.873256767842494,,4.976078598889363,4.041985706993364,3.7336198884758365,2.647596717467761,2.093717277486911
E283549,3.922512350035301,3.5258527621454006,3.3841023875114757,5.704622619866906,5.073723391880902,4.897291919139766,3.634716891121829,4.981381088995833,5.3071567776619295,4.345702863717424,5.757469097648273,3.919947812478383,3.4439945843821667
E285829,,8.850886595516354,7.887548530227399,11.38234941923123,9.127614571092831,8.637660314035719,7.74621868144556,10.191843512601062,9.098701298701299,7.7326996638460646,8.833372865275143,7.003901170351106,6.492709132770529
E286369,,13.548862205947142,7.327350527033216,7.650068587288728,7.845262368793501,14.306181364291435,6.577557233130959,10.368372974351182,16.980459992497355,6.708161642230201,10.926226593893125,18.988908869059088,6.261195723620639
E289309,,,4.724500212675461,6.342921116086795,6.1392540177500665,6.683416646605279,5.061460936273393,6.216706391666633,7.267116791819841,5.758319029740614,6.704865980709601,4.773722137461041,4.771524694923865
E292149,,,,7.114143486753518,7.46963778700175,8.233534537782809,6.286776396676306,11.79360752277979,12.072334514303146,8.542650306925005,9.035133302003219,13.935140828466123,8.652228186229705
E293810,,,,6.641837751644393,5.745696529080664,6.256917667704959,5.016003548859596,7.074775957200535,7.725553794467016,5.346634186652692,6.654082679166185,6.316113263860023,4.612228055729018
E304570,,,,,,3.653958944281525,3.694823491522763,8.260288164696272,7.236308297313452,5.343504533582102,6.29225176933196,5.2340934802921435,4.350268552570401
M107004,5.646496064556343,4.693643002547451,5.518498532500286,7.501169862966795,7.834036423076944,9.661001225757001,8.748966696601267,9.278410870254767,11.936537461698421,10.547462080617112,8.215708570377183,7.859898880201168,7.98961791438007
