datetime,0310162,0310177,0310179,0450307,0550502,0605008,E206271,E207417,E207418,E207723,E209177,E209178,E216670,E220217,E220891,E222520,E222778,E223615,E223616,E223756,E225267,E227431,E229797,E231866,E232244,E232246,E234670,E238212,E240337,E249492,E263701,E269223,E271963,E273483,E275843,E282711,E283549,E285829,E286369,E289309,E292149,E293810,E304570,M107004
2022-01-14 13:00:00,1.934417,1.892667,4.416467,2.00843,0.44775,7.552735,3.67675,6.116861,2.019861,2.495767,3.526194,1.421194,5.0,10.0,2.115722,9.420023,5.795361,5.0,4.0,4.748083,1.518193,5.0,7.0,4.0,2.420181,6.890584,,3.81425,9.0,8.791291,2.178991,11.0,3.264108,10.00278,3.329778,6.0,3.483305,4.0,2.618458,2.245972,3.584003,3.378712,3.784269,1.804221
2022-01-14 14:00:00,1.584056,1.447861,4.69987,1.720291,0.459208,5.498151,3.10075,4.649833,1.142662,3.669242,1.827972,1.442806,8.0,9.0,3.452306,10.39682,9.00797,6.0,15.0,4.739139,1.453722,7.0,6.0,3.0,0.3950556,7.766556,21.0,3.706944,8.0,5.873026,1.55893,6.0,2.446463,9.001387,2.608917,6.0,6.002972,6.0,3.786041,2.631139,7.626907,2.408213,1.002604,1.665361
2022-01-14 15:00:00,1.4705,1.963556,4.390208,1.654665,0.40404,5.145861,3.970833,6.055695,1.792556,4.654464,,1.415583,11.0,7.0,5.374306,9.664223,8.653042,7.0,3.0,4.446778,1.965805,7.0,5.0,5.0,4.741653,9.587083,17.0,4.141111,4.0,3.699583,2.439596,5.0,2.07429,6.004167,2.919361,8.0,3.937861,6.0,4.746276,3.502389,7.874621,2.549158,2.831316,1.474583
2022-01-14 16:00:00,2.245299,1.45175,2.442156,1.285055,0.4045,4.804873,4.657018,9.658222,2.373278,3.003208,1.5785,2.44075,6.0,5.0,7.220374,6.978022,6.840939,4.0,2.0,7.801556,1.8988,6.0,6.0,3.0,2.190042,8.406131,10.0,5.421694,7.0,2.47075,1.946791,4.0,2.691483,14.9875,3.482083,3.0,3.447583,5.0,3.83468,4.672555,14.32556,5.116347,0.893296,2.200536
2022-01-14 17:00:00,1.714423,1.376471,2.836167,1.964969,0.688498,4.320734,5.04,7.164248,5.617869,3.936678,2.177516,3.551928,5.0,2.0,10.34947,6.73382,6.412816,3.0,1.0,20.8268,2.492438,5.0,11.0,7.0,1.890625,9.056115,11.0,8.779771,11.0,2.319957,4.513347,6.0,2.378551,11.00556,5.770392,0.0,5.002287,13.0,9.502985,8.998791,15.44863,8.348536,2.91845,6.800277
2022-01-14 18:00:00,1.579278,1.831278,2.378717,2.636013,1.328305,4.183971,5.6805,6.641028,12.46267,5.699508,3.870028,4.007306,3.0,4.0,13.18792,3.559217,3.989725,3.0,4.0,13.64833,1.884915,10.0,9.0,5.0,1.698403,11.08192,11.0,11.34989,7.0,2.537152,4.3645,6.0,2.025365,11.0,8.257305,1.0,3.82325,10.0,10.25015,9.911361,23.30593,10.40703,9.619117,9.534443
2022-01-14 19:00:00,2.304472,1.468639,1.79795,2.75775,0.828194,4.084818,7.187028,6.429611,7.015639,10.72989,5.712139,5.12725,1.0,6.0,12.86436,4.047618,4.337475,2.0,1.0,8.539,4.013555,22.0,17.0,4.0,2.296125,14.79197,10.0,11.0045,4.0,3.710068,2.21968,15.0,3.933698,12.99722,6.962139,1.0,5.997657,20.0,10.48161,10.99906,10.38379,9.264497,10.00449,8.425167
2022-01-14 20:00:00,3.387,1.626194,2.119605,3.104929,0.695707,3.896861,5.592722,7.126778,5.884639,8.478386,3.002861,7.288167,0.0,4.0,10.61272,9.175824,6.227016,2.0,0.0,6.676445,4.756804,16.0,2.0,5.0,2.405138,15.49717,9.0,11.53306,5.0,4.50529,2.675318,14.0,3.610858,17.99306,5.205194,2.0,6.035167,14.0,10.90598,11.96497,4.09053,5.480258,14.81835,16.60747
2022-01-14 21:00:00,2.814972,1.869806,2.369725,2.721888,1.762652,4.017582,6.033667,7.759972,3.058194,6.159847,5.522695,5.138198,0.0,6.0,7.288583,8.931624,4.162199,2.0,4.0,6.670694,6.928305,26.0,10.0,8.0,2.409083,12.94264,17.0,9.766111,9.0,2.979846,4.619708,17.0,4.184772,16.00278,6.376278,3.0,5.502889,15.0,7.249526,5.621944,1.671921,4.527811,16.68563,6.482915
2022-01-14 22:00:00,2.687222,2.220861,2.943531,2.549138,3.340305,3.657887,5.380222,8.454917,3.049806,9.181278,3.949,5.022111,1.0,5.0,11.45433,6.73382,3.735893,4.0,3.0,8.595278,7.233166,18.0,8.0,15.0,2.260653,13.09525,6.0,8.237445,17.0,2.803708,18.57176,18.0,4.286582,14.00278,4.210083,3.0,4.676361,18.0,10.35671,6.188528,1.928496,3.725503,13.20272,5.774472
2022-01-14 23:00:00,2.726,2.164417,3.391342,2.765638,9.023595,3.364248,5.668889,6.977944,4.083024,12.05743,3.205945,6.128,0.0,14.0,7.504917,6.24542,5.135828,2.0,3.0,7.947111,5.721304,18.0,10.0,16.0,4.407694,10.59914,8.0,6.706028,19.0,2.394207,17.71971,17.0,3.270641,14.99861,5.197611,0.0,3.244722,22.0,20.02865,6.457861,1.955752,2.608247,16.46011,7.941277
2022-01-15 00:00:00,3.538367,2.060465,3.501361,2.838044,7.411808,2.611,3.583596,5.822306,3.153167,8.581409,3.196861,6.318333,1.0,9.0,5.653419,5.757019,3.918531,2.0,4.0,9.086389,2.840204,14.0,8.0,16.0,3.3425,7.805208,7.0,5.756611,6.0,5.040874,20.72005,13.0,2.100522,21.99028,3.106861,0.0,4.02375,14.0,6.81379,5.702306,1.65791,2.622775,9.366258,2.386411
2022-01-15 01:00:00,2.955865,1.292222,3.003223,3.568645,1.70718,2.840722,4.577623,8.293104,2.436484,7.184986,1.872908,7.834706,3.0,11.0,5.65695,6.489621,4.879814,6.0,1.0,12.33118,1.121634,8.0,6.0,11.0,1.859199,10.13536,6.0,6.237222,19.0,4.719801,21.97596,11.0,3.005093,14.01111,3.356176,0.0,4.070523,18.0,20.98013,6.281111,1.498922,2.397946,0.682178,1.790055
2022-01-15 02:00:00,1.666945,2.093167,2.700821,3.169819,2.664694,2.920027,4.722333,8.072083,1.890056,4.26127,1.950806,6.468222,1.0,9.0,7.901,9.908425,2.366075,3.0,0.0,9.374389,0.204916,3.0,6.0,11.0,1.896472,9.06175,7.0,9.872999,11.0,1.842458,26.76049,12.0,2.513995,20.99028,3.469111,3.0,4.679333,18.0,14.36826,7.030028,2.823268,2.418536,0.896435,3.661138
2022-01-15 03:00:00,1.858361,2.451361,2.463,2.88554,2.471111,2.986222,4.288583,6.770916,2.160417,7.1689,3.039083,4.967361,2.0,5.0,7.904389,10.15263,3.680244,2.0,4.0,4.729084,0.0,2.0,7.0,14.0,1.812042,6.695472,8.0,10.68206,12.0,1.601207,27.36281,11.0,2.830157,14.00972,2.833167,7.0,5.053306,12.0,11.41926,5.502361,2.296766,2.579306,1.959393,1.86686
2022-01-15 04:00:00,2.09675,1.175083,2.82758,3.841624,3.578875,2.882791,5.617278,6.489111,2.03075,5.514628,2.672055,4.457194,5.0,2.0,8.361444,7.466422,3.233016,5.0,7.0,4.372305,0.0,2.0,11.0,10.0,1.193292,4.693305,12.0,6.269333,14.0,1.781638,26.75142,8.0,3.172813,15.99722,3.082333,7.0,5.670805,11.0,12.40297,5.403167,1.234652,2.176445,2.729955,0.410111
2022-01-15 05:00:00,2.186194,1.128778,1.848416,2.433541,4.516401,2.574846,5.446944,5.192056,1.6975,6.216959,2.120806,3.615222,6.0,6.0,6.666722,5.512819,4.387021,7.0,4.0,4.557667,0.004832,0.0,12.0,6.0,0.7281528,4.437639,8.0,4.637778,13.0,1.62325,18.47801,9.0,2.549349,14.00278,3.695529,6.0,4.782361,11.0,7.343819,3.982583,1.418799,2.370678,1.620565,0.508305
2022-01-15 06:00:00,1.976639,0.86525,2.368903,2.518125,7.349637,3.495193,3.865083,5.049611,1.542083,5.435042,1.461611,4.696778,3.0,6.0,5.838361,3.803419,3.387461,6.0,3.0,4.580778,0.0,2.0,7.0,8.0,0.9325,6.036972,4.0,4.405722,9.0,5.004125,17.23796,12.0,0.96132,16.99583,3.687167,6.0,6.056417,11.0,7.925374,3.421167,1.907585,1.7793,1.343369,0.299915
2022-01-15 07:00:00,1.781417,1.54425,2.979706,3.074832,8.551278,3.555512,2.410361,5.513916,1.346972,5.74227,1.512722,4.354722,1.0,5.0,7.318278,2.094017,3.743448,5.0,2.0,4.776778,0.566694,2.0,7.0,10.0,0.5499861,5.986028,4.0,4.02575,6.0,6.946249,15.61699,7.0,2.511646,12.00694,2.723639,3.0,7.542722,6.0,14.36518,2.553944,1.88092,2.950564,1.367326,0.308387
2022-01-15 08:00:00,2.280379,2.711778,4.118917,2.827756,6.517304,5.063707,2.620936,7.117917,2.184667,7.181275,1.381611,4.562917,2.0,4.0,6.840345,1.849817,3.809221,6.0,0.0,3.501389,4.609795,6.0,6.0,8.0,2.135438,5.093899,4.0,3.637778,7.0,14.95647,17.94065,6.0,2.654412,10.00278,3.310694,2.0,5.632139,5.0,10.13203,4.457222,2.015774,2.876322,2.303833,0.266891
2022-01-15 09:00:00,2.196635,1.959235,4.10637,4.046085,7.252512,8.903512,3.299074,9.197255,1.907196,8.396946,2.32902,5.857353,4.0,4.0,6.969088,4.047618,3.243143,7.0,1.0,3.381994,4.101912,3.0,7.0,7.0,4.404808,15.61302,5.0,4.237059,8.0,18.7558,21.30873,5.0,4.68435,8.002778,2.360752,2.0,4.976699,10.0,7.555707,3.46683,2.943706,3.241514,4.72943,0.289833
2022-01-15 10:00:00,1.847167,5.570111,5.18407,4.392805,9.691903,9.873998,6.008611,10.24403,1.737333,14.09191,2.666694,8.142722,5.0,8.0,5.700917,3.315017,3.474952,7.0,2.0,7.423472,10.61872,7.0,6.0,8.0,5.806014,17.36847,5.0,4.573889,7.0,18.44888,29.24368,7.0,3.553754,6.002778,2.221167,2.0,7.932556,11.0,21.7839,3.578944,2.383757,2.275319,2.985282,0.563777
2022-01-15 11:00:00,1.521333,6.8765,3.463417,4.70111,7.865429,10.91724,9.327194,10.51494,3.121528,12.58386,3.476722,6.948472,1.0,6.0,7.081722,3.559217,8.168375,5.0,2.0,8.165639,5.878694,6.0,10.0,6.0,7.011222,18.34942,6.0,4.195624,5.0,14.71221,25.05936,5.0,4.920958,11.99167,2.83075,3.0,5.650861,10.0,7.64254,3.418555,3.090542,1.595059,3.618577,0.390832
2022-01-15 12:00:00,1.769417,8.434361,4.864931,4.444333,8.861124,16.03515,10.70086,11.76869,4.923083,16.90578,5.333055,8.512454,0.0,4.0,5.7775,6.001221,7.432784,3.0,9.0,6.355028,0.526583,5.0,9.0,5.0,6.329306,17.71322,3.0,4.008667,2.0,12.92978,6.591444,8.0,9.04903,8.005555,10.03331,2.0,4.970806,5.0,2.786623,3.179417,1.808634,1.685975,6.525673,0.652526
2022-01-15 13:00:00,2.782778,8.732028,4.427147,4.244416,7.184555,16.69071,13.39247,11.99386,11.39911,18.30031,13.79158,9.361195,2.0,6.0,4.825806,4.78022,7.991915,4.0,7.0,8.324944,0.651221,5.0,7.0,4.0,5.658347,14.82589,9.0,8.402833,2.0,6.134444,9.155984,9.0,7.503209,7.001389,10.39503,2.0,3.385195,2.0,2.643096,6.2515,1.534322,3.482897,6.053727,0.84125
2022-01-15 14:00:00,2.225778,9.021889,11.97349,3.382847,12.07248,16.61672,15.46342,11.85342,11.33411,17.44036,18.51242,16.22,2.0,5.0,6.162139,5.512819,9.588637,5.0,3.0,7.633528,0.763305,3.0,6.0,4.0,8.205847,16.0625,9.0,11.47192,6.0,3.443485,5.027861,7.0,8.340039,5.002778,9.906472,2.0,2.268283,1.0,2.272985,11.24278,2.81764,4.273297,6.545413,0.513777
2022-01-15 15:00:00,3.706222,24.10433,15.55292,3.061971,21.048,14.94483,15.39072,14.05944,10.64383,16.95236,15.71397,13.67022,4.0,3.0,5.769278,10.39682,10.44036,5.0,2.0,7.298944,1.387248,3.0,5.0,4.0,10.80212,10.03089,7.0,16.57908,6.0,4.206082,2.818541,6.0,6.878421,6.99722,3.936111,1.0,3.745167,4.0,4.603236,7.082917,5.223535,3.839664,9.105049,0.364304
2022-01-15 16:00:00,9.476983,27.48382,13.53092,3.301676,25.32285,15.24325,12.54395,12.18639,11.45589,13.91664,12.15286,14.85692,6.0,6.0,7.457873,11.37363,10.9474,7.0,1.0,7.334722,1.678187,0.0,6.0,9.0,11.26621,6.083393,8.0,9.550028,6.0,3.533957,2.798485,3.0,6.346727,9.995833,4.979306,3.0,6.021,5.0,12.11468,19.4353,8.027951,3.5807,15.08837,0.623417
2022-01-15 17:00:00,9.70423,24.28395,9.16974,6.745326,28.13753,15.97664,15.79614,11.12085,12.3076,11.86226,9.499412,13.9866,6.0,5.0,8.727201,16.74603,8.932167,7.0,0.0,7.605947,5.464043,0.0,10.0,9.0,11.0417,8.017945,9.0,10.66092,6.0,7.37466,3.078049,18.0,6.329503,10.0,5.924935,4.0,6.206176,4.0,8.08757,8.091372,13.55618,4.726201,6.592737,0.516416
2022-01-15 18:00:00,6.637639,13.26308,9.698347,5.981694,18.64008,15.3109,18.64261,11.81778,13.43536,13.96981,8.702,13.83383,3.0,7.0,10.3325,16.99023,9.955554,5.0,0.0,9.840111,15.22389,2.0,12.0,7.0,13.43547,6.095139,8.0,9.901778,7.0,17.96225,3.843055,8.0,8.53571,10.99861,5.039417,2.0,6.60475,8.0,21.46911,7.888639,32.15716,9.306581,9.374537,8.468943
2022-01-15 19:00:00,6.254889,2.628833,6.71145,5.678679,27.27678,18.85518,13.34367,10.45461,8.921889,13.39714,3.719722,10.03275,0.0,9.0,8.209945,6.001221,13.5645,4.0,0.0,14.48828,11.25925,12.0,18.0,8.0,16.21186,8.505472,8.0,9.214027,9.0,20.50864,6.584262,18.0,11.01102,10.00139,5.110333,3.0,3.412889,28.0,21.04524,7.438722,16.16532,9.475628,9.506258,7.49525
2022-01-15 20:00:00,6.392083,2.876583,1.711756,4.682582,24.0963,18.56318,12.29728,10.09503,5.348472,13.83844,1.663861,10.20203,2.0,7.0,11.54492,10.15263,7.649337,4.0,4.0,11.94383,5.183137,20.0,14.0,13.0,10.48617,5.859778,9.0,8.210834,10.0,25.77089,7.063304,15.0,10.56759,21.98333,4.703361,6.0,4.737805,32.0,27.70425,6.396333,37.79955,7.861072,5.213251,25.29497
2022-01-15 21:00:00,3.693472,1.961028,1.934094,8.486083,31.94035,14.39793,8.621611,10.05439,3.940889,15.70019,1.985778,9.537222,3.0,10.0,11.72728,26.26984,7.663463,1.0,1.0,9.844417,0.761443,20.0,15.0,11.0,9.900888,5.402528,8.0,7.084,9.0,17.65808,11.20779,13.0,10.29624,16.00833,2.962583,4.0,3.973389,48.0,22.56268,6.358806,50.63742,6.725103,5.761405,33.83055
2022-01-15 22:00:00,2.456972,1.600278,2.809831,9.070776,24.84225,12.12938,9.167334,8.2235,4.248305,10.55334,2.038306,8.715584,4.0,7.0,7.404361,16.25763,5.822732,4.0,0.0,9.919611,0.642804,13.0,20.0,9.0,1.92963,5.952667,7.0,4.738778,10.0,14.83556,16.44078,15.0,7.631148,9.00972,2.526556,3.0,3.822639,26.0,25.39657,4.584556,34.04168,5.18853,0.0,15.96053
2022-01-15 23:00:00,2.841417,1.561361,2.339919,6.859597,18.35134,10.83347,9.924111,8.66875,5.124694,14.36683,2.098444,6.434916,5.0,6.0,8.128166,13.81563,5.174792,6.0,0.0,8.325,1.490805,13.0,12.0,10.0,2.176528,7.225194,11.0,4.170611,11.0,13.38165,25.42376,10.0,10.99094,10.99722,2.4995,5.0,5.73063,19.0,19.43367,4.280972,28.12476,4.42325,5.792994,11.89611
2022-01-16 00:00:00,1.752011,1.664167,5.969306,5.64403,18.01487,17.19064,9.124679,13.94814,4.664583,12.77131,1.945472,4.148472,2.0,5.0,3.808965,21.87424,6.055807,4.0,0.0,6.761611,0.302893,8.0,15.0,9.0,2.456271,8.021607,11.0,3.028694,11.0,12.18237,24.257,18.0,7.741425,10.00139,1.762611,3.0,3.357694,25.0,34.08589,4.065972,21.78719,3.811,3.946065,9.445169
2022-01-16 01:00:00,1.508205,3.202124,3.03813,7.593986,15.92486,12.52729,9.29355,13.18108,2.664693,9.880068,1.428333,5.616732,3.0,8.0,4.670283,15.28083,4.010695,4.0,0.0,3.653824,1.576573,13.0,11.0,6.0,1.14522,7.080854,8.0,3.653497,11.0,9.466666,14.60811,18.0,12.15619,16.99028,1.464706,0.0,3.831536,27.0,15.47408,2.492026,16.31806,3.101242,3.190851,8.069
2022-01-16 02:00:00,1.937528,1.382833,1.515484,4.448998,12.60485,12.02828,9.400611,12.95958,2.186241,10.38875,1.145833,6.280534,3.0,8.0,4.640333,12.10623,3.701654,4.0,0.0,2.928889,3.184694,16.0,7.0,6.0,1.900917,8.671445,5.0,3.802667,8.0,8.816875,23.36833,5.0,7.984017,7.013887,1.318194,0.0,8.299666,23.0,9.953748,3.1475,7.271564,2.687592,2.823292,3.602185
2022-01-16 03:00:00,1.848444,0.3812778,1.579374,4.928472,7.809762,11.829,10.65394,13.64633,2.928056,8.330078,1.124167,4.378972,2.0,7.0,4.065084,10.64103,3.85675,4.0,0.0,4.455611,3.967777,16.0,9.0,7.0,1.638042,10.21064,11.0,3.595333,5.0,8.445762,16.19126,6.0,4.318843,9.995833,1.242444,3.0,11.63247,15.0,10.58303,3.209417,3.182821,5.405197,5.860679,5.39825
2022-01-16 04:00:00,2.092444,0.6812332,1.667202,5.001443,5.946179,10.02858,10.43289,12.78111,2.894083,8.834517,1.433917,4.317,3.0,10.0,4.517167,11.61783,3.996709,5.0,0.0,2.699167,7.088444,13.0,10.0,7.0,1.694514,12.835,10.0,3.77675,6.0,9.079166,13.90533,6.0,3.282588,10.99861,1.104306,6.0,13.48803,19.0,10.84968,3.489167,3.525856,2.689928,1.500576,2.968915
2022-01-16 05:00:00,3.387278,0.80375,1.415479,5.065916,5.710776,11.12856,11.34653,13.04903,2.963111,10.32657,0.8721389,4.021417,3.0,9.0,4.669333,11.12943,3.553601,2.0,0.0,2.395361,4.028416,12.0,11.0,10.0,1.849333,10.96581,7.0,3.416972,9.0,8.54886,17.55561,6.0,2.629431,12.99722,1.286333,4.0,12.51519,10.0,11.46333,2.757222,2.093666,3.032553,2.425605,1.907832
2022-01-16 06:00:00,2.911695,0.6931389,1.932567,3.106152,4.943234,12.65491,9.232639,12.48431,2.330361,6.777478,1.053833,4.310333,1.0,8.0,3.584528,6.978022,3.814004,2.0,0.0,2.6805,1.027722,16.0,14.0,10.0,2.763623,13.55725,10.0,3.21567,8.0,7.533541,19.8146,4.0,2.784718,9.005555,1.314917,0.0,10.28008,7.0,6.960999,2.868806,2.588732,2.622164,0.0,1.822137
2022-01-16 07:00:00,2.128889,0.7573611,1.935433,2.578958,4.955873,19.58557,5.009278,11.92992,3.894972,5.382542,1.456944,5.252889,0.0,7.0,5.234111,6.489621,6.834037,2.0,0.0,2.940528,1.268193,8.0,12.0,9.0,2.677458,13.50561,9.0,3.712306,7.0,6.820486,13.96514,1.0,2.315706,4.006945,1.545889,0.0,9.039695,12.0,15.73215,3.464278,1.864107,3.444186,0.0,0.859637
2022-01-16 08:00:00,3.480458,3.148545,2.416388,2.566121,3.371833,18.13874,5.322076,11.49875,3.780195,5.536106,0.8465,5.735,0.0,7.0,4.47092,7.954823,5.784972,2.0,1.0,3.124778,3.116051,7.0,11.0,6.0,1.281723,13.80313,5.0,3.401417,7.0,7.548637,16.01803,5.0,2.220698,4.99861,1.23375,2.0,8.491055,12.0,8.606248,3.386222,4.981632,4.542811,0.0,2.599462
2022-01-16 09:00:00,2.528397,3.674085,3.691576,3.656547,2.826082,20.15707,6.849136,11.1698,2.490262,6.513969,1.295654,4.089118,0.0,8.0,6.520094,9.664223,4.561038,3.0,2.0,3.472484,3.806018,10.0,12.0,9.0,1.076603,12.24189,12.0,5.353693,9.0,7.801354,16.39379,5.0,3.589679,4.001389,1.17183,6.0,6.101699,8.0,7.446962,2.971961,6.711948,3.890596,2.134928,1.640138
2022-01-16 10:00:00,2.849917,2.720417,5.778722,3.769332,2.33811,19.16003,9.870111,10.69542,3.269333,9.567223,1.939056,3.670361,0.0,12.0,8.8015,8.687422,4.093638,5.0,0.0,7.268556,2.324637,9.0,8.0,7.0,1.002389,11.90328,7.0,5.694528,6.0,7.511208,15.06025,2.0,3.827713,5.99722,1.505667,5.0,8.738361,5.0,6.926734,4.145639,6.04984,4.240294,5.893355,5.52486
2022-01-16 11:00:00,3.006278,4.09225,7.780967,3.902554,2.674652,15.2749,14.32711,11.22036,4.114305,9.100162,2.7255,3.162861,0.0,7.0,9.675528,3.070817,4.394515,4.0,,6.658639,1.868499,17.0,7.0,6.0,3.137444,12.45461,9.0,6.447917,5.0,5.466179,7.671415,6.0,4.700383,10.99306,1.887472,4.0,7.588639,7.0,4.612721,4.96775,2.878715,6.637355,6.594596,6.929915
2022-01-16 12:00:00,1.650056,2.672333,2.685792,3.944387,2.062887,12.40008,9.505722,9.839861,5.418083,4.34797,4.32475,3.138806,0.0,5.0,8.344222,16.74603,5.430757,2.0,0.0,6.045055,0.538137,4.0,8.0,7.0,1.732056,11.1375,7.0,6.644028,5.0,3.000901,4.56018,7.0,2.599951,12.99722,2.660611,,7.2315,7.0,3.726458,3.404417,3.12287,6.189386,13.47132,11.03161
2022-01-16 13:00:00,2.320472,11.14826,1.802795,3.938443,2.386096,6.999514,5.202944,11.50906,7.086889,3.092236,6.739139,3.1645,3.0,8.0,7.595111,9.664223,5.651905,3.0,0.0,6.544361,0.316915,2.0,11.0,8.0,1.025417,10.23067,5.0,5.589472,4.0,2.731026,3.383111,4.0,2.867706,9.005555,11.02686,,8.600445,6.0,3.09393,2.437278,2.81791,3.960192,11.58228,9.235693
2022-01-16 14:00:00,1.961611,8.477167,3.693536,4.074207,1.944097,4.027082,2.604694,8.373417,4.577,3.683711,11.78708,2.334139,6.0,9.0,9.1265,10.64103,4.914041,2.0,0.0,7.258417,0.0305,2.0,11.0,7.0,2.655306,11.52464,6.0,4.3745,6.0,1.57136,3.552194,2.0,4.272148,9.998611,14.54436,0.0,7.921083,12.0,1.328235,2.565694,2.715336,2.1049,19.34451,12.31675
2022-01-16 15:00:00,2.247806,6.997194,4.664811,3.423512,3.635665,7.331208,4.322333,5.720722,5.7935,3.902372,10.77867,2.985694,1.0,8.0,7.2535,10.39682,7.398276,3.0,,6.9975,0.13111,6.0,10.0,4.0,4.571264,9.393972,4.0,5.059847,7.0,1.689721,3.665416,1.0,3.717315,8.002778,10.34383,0.0,6.910889,8.0,15.8238,6.138,3.280587,4.1535,13.95406,5.085054
2022-01-16 16:00:00,3.06752,3.204428,2.592739,3.07909,5.924109,2.384054,3.817427,6.385944,7.106417,3.878836,16.64778,4.668389,,8.0,5.559943,8.199023,5.656163,6.0,,8.552055,0.064355,6.0,19.0,7.0,2.768743,8.700892,6.0,7.344278,6.0,2.310069,3.178318,5.0,3.92487,8.0,10.77219,0.0,6.45825,12.0,9.504693,9.400666,3.481888,4.304303,9.907286,22.91667
2022-01-16 17:00:00,2.984679,2.350163,5.730051,3.405133,5.111194,3.419986,5.921327,5.794641,7.686444,6.812766,20.75628,6.509216,2.0,7.0,5.966793,8.199023,4.615775,6.0,3.0,11.99206,0.157961,3.0,16.0,8.0,0.8153045,8.016018,15.0,8.708301,7.0,1.713587,3.058388,5.0,4.387012,8.0,6.269552,0.0,6.263181,14.0,14.98613,10.39601,9.399098,7.614026,2.042411,23.83786
2022-01-16 18:00:00,2.413056,2.037417,15.43331,3.961097,8.061152,7.459568,5.651222,5.591944,9.133306,7.526622,19.89094,6.387694,4.0,11.0,8.482917,9.175824,4.953921,4.0,2.0,16.71325,0.931026,12.0,6.0,6.0,1.362431,8.795972,14.0,6.793222,7.0,3.731791,2.846374,7.0,7.620282,9.99722,3.178306,0.0,6.811306,11.0,9.248832,9.064944,8.974737,11.0014,17.6406,12.60833
2022-01-16 19:00:00,2.694889,1.915194,16.44192,3.891151,4.54629,12.30901,9.058528,5.7,10.03272,8.545897,19.14969,9.438167,3.0,12.0,9.301473,11.86203,5.538515,4.0,2.0,9.173333,0.359972,17.0,10.0,7.0,1.17107,9.206223,16.0,7.115889,6.0,6.720582,3.065236,14.0,9.616568,12.99583,2.720556,2.0,7.094639,13.0,12.1435,10.86881,8.437865,7.810706,3.162647,3.956916
2022-01-16 20:00:00,3.66625,2.258445,6.602617,4.710902,8.786484,7.85225,14.24489,5.763195,11.44545,11.43892,18.85839,15.31286,2.0,11.0,10.58158,13.32723,9.177344,4.0,1.0,8.371139,0.328999,14.0,7.0,12.0,1.635868,9.97625,18.0,7.286194,9.0,5.604986,3.389305,9.0,7.93959,21.9875,2.740083,5.0,6.979778,18.0,11.54094,8.504194,25.6703,11.08199,7.192956,2.007805
2022-01-16 21:00:00,3.862111,3.309056,2.083892,4.176041,5.372,10.87304,14.07764,7.656472,10.24781,12.60597,16.71139,11.78405,4.0,11.0,7.883306,8.931624,8.673442,2.0,0.0,14.13419,0.474137,31.0,13.0,12.0,1.961833,11.83789,13.0,6.442306,10.0,7.463291,11.56518,18.0,6.660379,20.00278,3.125972,3.0,8.120584,10.0,9.193762,7.264583,6.192711,8.392817,12.18493,1.290248
2022-01-16 22:00:00,5.870806,7.071556,1.716176,3.127263,3.399625,7.000263,9.899944,8.758722,9.834945,12.53497,12.97942,15.56481,3.0,7.0,8.223333,7.710621,10.19363,1.0,0.0,10.59408,1.069638,33.0,8.0,13.0,4.118653,12.90311,12.0,6.566306,9.0,11.08939,10.32426,11.0,9.276835,15.00694,2.592861,6.0,9.939222,14.0,9.324179,8.612945,27.95462,7.755842,11.21554,2.082
2022-01-16 23:00:00,6.21675,9.386889,1.184156,3.152693,3.561444,5.738998,4.207111,8.169639,9.698527,10.77333,9.633306,7.983389,1.0,7.0,6.869111,9.664223,9.373565,2.0,0.0,14.00828,0.45636,20.0,6.0,8.0,2.982634,13.29625,6.0,6.0475,9.0,12.36914,6.63086,12.0,8.943392,14.00139,3.133639,7.0,10.03219,19.0,4.691054,8.377833,19.16972,6.851284,5.450223,2.682388
2022-01-17 00:00:00,5.143819,4.269706,1.508456,3.208439,4.14411,3.157943,6.435322,7.622944,8.147166,11.43031,1.628722,10.09086,3.0,8.0,13.42483,8.687422,9.660763,3.0,0.0,15.07978,0.41459,23.0,16.0,8.0,7.615777,11.56512,4.0,6.606639,10.0,6.806623,5.450401,14.0,8.757274,12.00278,3.291167,4.0,11.24853,36.0,3.090651,8.222972,18.59375,6.351742,0.867577,4.36223
2022-01-17 01:00:00,3.039872,1.13732,1.777888,3.152023,2.786262,8.619722,5.59287,7.016307,5.672431,11.34394,0.948464,10.43082,3.0,10.0,12.93447,8.443222,7.503684,2.0,0.0,11.37667,0.17358,26.0,13.0,,11.01269,11.11361,5.0,6.881046,11.0,5.547597,7.680493,12.0,2.962541,11.00139,3.78049,0.0,11.56804,24.0,3.678041,8.05353,10.47166,5.152017,0.0,7.6725
2022-01-17 02:00:00,5.896695,1.633694,1.672694,3.105262,3.928901,6.09168,6.953472,7.066111,2.592806,7.590419,0.6620278,9.090555,3.0,8.0,11.75889,6.978022,6.33959,0.0,0.0,8.831223,0.0,12.0,12.0,7.0,11.48144,10.22997,5.0,7.237916,10.0,7.137693,6.354319,7.0,1.415645,12.99722,2.948278,0.0,8.585472,12.0,4.358304,7.546528,11.94817,5.381767,0.0,5.440027
